day,treatment,tank,individual,color,shelf,time,location,activity,combined,length_-2,length_6,length_12
13,control,3,59,pink,3,-80,0,F,0,7.21,8.77,11.03
13,control,3,59,pink,3,-40,0,F,0,7.21,8.77,11.03
13,control,3,59,pink,3,0,0,F,0,7.21,8.77,11.03
13,control,3,59,pink,3,20,2.9,M,0,7.21,8.77,11.03
13,control,3,59,pink,3,60,0,D,0,7.21,8.77,11.03
13,control,3,59,pink,3,100,0,D,0,7.21,8.77,11.03
13,control,3,59,pink,3,140,0,D,0,7.21,8.77,11.03
13,control,3,59,pink,3,260,0,D,0,7.21,8.77,11.03
13,control,3,59,pink,3,380,0,D,0,7.21,8.77,11.03
13,control,3,59,pink,3,680,0,D,0,7.21,8.77,11.03
13,control,3,59,pink,3,1180,0,D,0,7.21,8.77,11.03
13,control,3,59,pink,3,1460,0,D,0,7.21,8.77,11.03
13,control,3,59,pink,3,2100,0,D,0,7.21,8.77,11.03
13,control,3,59,pink,3,2580,0,D,0,7.21,8.77,11.03
13,control,3,59,pink,3,2820,0,D,0,7.21,8.77,11.03
13,control,3,60,green,3,-80,7.6,M,0,7.22,8.93,11.52
13,control,3,60,green,3,-40,0,M,0,7.22,8.93,11.52
13,control,3,60,green,3,0,1.9,M,0,7.22,8.93,11.52
13,control,3,60,green,3,20,0,D,0,7.22,8.93,11.52
13,control,3,60,green,3,60,0,D,0,7.22,8.93,11.52
13,control,3,60,green,3,100,0,D,0,7.22,8.93,11.52
13,control,3,60,green,3,140,0,D,0,7.22,8.93,11.52
13,control,3,60,green,3,260,0,D,0,7.22,8.93,11.52
13,control,3,60,green,3,380,0,D,0,7.22,8.93,11.52
13,control,3,60,green,3,680,0,D,0,7.22,8.93,11.52
13,control,3,60,green,3,1180,0,D,0,7.22,8.93,11.52
13,control,3,60,green,3,1460,0,D,0,7.22,8.93,11.52
13,control,3,60,green,3,2100,0,D,0,7.22,8.93,11.52
13,control,3,60,green,3,2580,0,D,0,7.22,8.93,11.52
13,control,3,60,green,3,2820,0,D,0,7.22,8.93,11.52
