Animal identity,Age,SCI-F,SCI-M,dominance rank,group size,Mother is alive?,Has adult daughters?,Survival time (cumulative number of days as an adult),Failure
192,4,-0.20446406,0.9169817,6.333333333,37.88251366,No,No,399,0
192,5,0.360958733,0.965308825,6,39.95068493,No,No,576,1
193,4,0.1640907,-1.3653015,2,22.08743169,Yes,No,151,0
193,5,0.222821433,1.2425985,2,25.7479452,Yes,No,516,0
193,6,0.4474561,0.5541808,2,25.45753425,Yes,No,882,0
193,7,0.5841548,0.4572079,2,24.43561644,Yes,No,1247,0
193,8,-0.77637267,0.120309445,2,31.60655738,Yes,No,1612,0
193,9,0.1455898,2.0365665,2,36.68683274,Yes,No,1977,0
193,10,NA,NA,NA,17.31360946,Yes,No,2054,0
194,4,NA,NA,2,14.14956389,NA,No,213,0
194,5,NA,NA,2,17.73698631,NA,No,578,0
194,6,NA,NA,2,22.4,NA,No,943,0
194,7,NA,NA,2,21.31506849,NA,No,1308,0
194,8,-0.134198467,0.6766896,2,20.95355191,NA,No,1674,0
194,9,0.036954343,-0.1151645,2,19.18356165,NA,No,2039,0
194,10,-0.13810896,0.0643936,3,24.44931507,NA,No,2404,0
194,11,-0.472884933,0.22450115,3,27.30136986,NA,No,2728,1
195,4,-1.6931899,0.86243295,3,17.34699454,No,No,168,0
195,5,-0.001103033,1.2867915,3,19.35068493,No,No,533,0
195,6,-0.149586433,1.542671,2.916666667,22.8,No,No,898,0
195,7,-0.026148933,0.47127605,3,24.33972602,No,No,1263,0
195,8,-0.102800177,1.5462035,3.583333333,26.29508197,No,No,1629,0
195,9,0.299710067,1.2070665,3.833333333,24.24931507,No,No,1994,0
195,10,-0.1460458,1.593828,3,29.10136986,No,No,2359,0
195,11,-1.265369533,1.1274145,3,36.52631579,No,No,2724,0
195,12,NA,NA,NA,17.25301205,No,No,2881,0
196,3,-0.0407427,-2.9633755,13.33333333,25.72054795,Yes,No,88,0
196,4,-0.371388867,0.8643824,13.75,31.39344262,Yes,No,454,0
196,5,-0.467697367,-1.00216025,9.083333333,34.53698631,Yes,No,819,0
196,6,-1.023336467,-0.61268908,12.91666667,38.94520548,Yes,No,1184,0
196,7,0.136174267,0.42009035,26.41666667,41.49315068,Yes,No,1549,0
196,8,6.82E-05,-0.544917255,28.66666667,45.56830601,Yes,No,1915,0
196,9,NA,NA,28.08333333,43.50410959,Yes,No,2280,0
196,10,NA,NA,27.66666667,41.84383561,Yes,No,2645,0
196,11,NA,NA,28,48.62739726,Yes,No,3010,0
196,12,NA,NA,NA,47.02739726,Yes,No,3135,0
197,5,0.304267667,0.72967775,5.727272727,30.79726028,Yes,No,320,0
197,6,0.219847767,-0.25107226,5.5,33.8630137,No,No,685,0
197,7,-0.220438067,-2.0626853,8,38.70410959,No,No,1050,0
197,8,0.25523081,1.4864355,8.083333333,40.71584699,No,No,1415,0
197,9,0.629474467,-0.62393125,8.666666667,45.47123287,No,No,1781,0
197,10,NA,NA,7,44.29863013,No,No,2146,0
197,11,NA,NA,5.416666667,40.81095891,No,No,2511,0
197,12,NA,NA,5.75,48.42076502,No,No,2876,0
197,13,NA,NA,NA,47.38148148,No,No,3053,0
198,4,0.163440433,-0.3343408,6.125,14.06557377,No,No,248,0
198,5,0.147597667,-1.6288845,6.333333333,18.69589041,No,No,613,0
198,6,0.011025757,-1.6241005,5,18.09863014,No,No,695,1
199,4,0.914577933,-0.11597495,5,23.76775956,Yes,No,170,0
199,5,1.0363225,-0.1392174,4,26.70958904,Yes,No,536,0
199,6,0.788346733,0.506556,3.083333333,24.27945206,Yes,No,901,0
199,7,0.831324367,1.709295,4.75,27.96164384,Yes,No,1266,0
199,8,0.0394168,1.1099948,5.888888889,36.40983607,Yes,No,1631,0
199,9,NA,NA,NA,34.63157895,Yes,No,1828,0
200,4,0.589799507,-0.84919085,2,18.16393443,Yes,No,290,0
200,5,-0.430379267,1.376682,2,21.83561644,Yes,No,655,0
200,6,-0.981410333,-1.5515307,2,21.58630138,Yes,No,723,1
201,4,0.007120037,-2.2055675,9.2,32.78961748,No,No,157,0
201,5,-0.534585377,0.0218905,7.833333333,36.78904109,No,No,522,0
201,6,0.586208233,-2.009258,6.833333333,38.96164384,No,No,887,0
201,7,0.340177967,-0.314655335,9.5,44.34520548,No,No,1252,0
201,8,-0.2693301,-0.33204625,10.33333333,45.73770492,No,No,1618,0
201,9,NA,NA,8,41.33698631,No,No,1983,0
201,10,NA,NA,6.333333333,45.18082192,No,No,2348,0
201,11,NA,NA,5,48.37808219,No,Yes,2688,0
202,4,-0.047310267,-0.23955085,6,23.30874317,Yes,No,293,0
202,5,0.3250093,0.248626105,7.333333333,24.49041096,Yes,No,658,0
202,6,-0.485850033,-0.97663105,8.083333333,30.25479452,Yes,No,1023,0
202,7,0.134163833,-0.0205699,8.916666667,31.67671233,Yes,No,1389,0
202,8,0.01712636,-2.4115995,7,29.78142077,No,No,1754,0
202,9,0.118119587,0.1282883,6,26.40547945,No,No,2119,0
202,10,-0.201201633,-0.57272136,7,28.56712329,No,No,2484,0
202,11,NA,NA,NA,28.11458333,No,No,2486,0
203,4,0.4640895,0.5144739,11.55555556,21.22404372,Yes,No,256,0
203,5,0.481303167,-1.927062,11.58333333,23.42465754,Yes,No,621,0
203,6,0.077970067,-0.05497015,13.75,26.63287671,Yes,No,986,0
203,7,0.157091563,-0.41604685,16.08333333,30.6849315,Yes,No,1351,0
203,8,-0.0232465,-2.1344895,17.41666667,32.40710383,Yes,No,1717,0
203,9,0.944949867,0.7143612,17,27.31506849,Yes,No,1780,1
204,4,-0.685801887,0.49404385,14.4,25.88251366,No,No,281,0
204,5,-0.073731833,0.23635985,14,28.43013699,No,No,646,0
204,6,NA,NA,NA,28.41780822,No,No,698,0
