Animal identity,Age,SCI-F,SCI-M,dominance rank,group size,Mother is alive?,Has adult daughters?,Survival time (cumulative number of days as an adult),Failure
113,6,-0.006717837,-2.428476,9.75,28.7369863,Yes,No,839,0
113,7,-0.473572133,1.3173578,11.83333333,32.00273973,Yes,No,1204,0
113,8,-0.653416467,1.13381075,12,30.23919308,Yes,No,1569,0
113,9,-0.947954133,1.632426,11.72727273,30.37260274,Yes,No,1934,0
113,10,-0.152075523,1.698248,13.91666667,33.48219178,Yes,No,2300,0
113,11,-0.186904113,1.266358,13.16666667,31.53150685,Yes,Yes,2665,0
113,12,NA,NA,10.16666667,26.48484849,Yes,Yes,3030,0
113,13,-0.669800667,-0.06013355,3.166666667,10.31506849,Yes,Yes,3395,0
113,14,-0.173802312,-1.019240697,4,12.61643836,No,Yes,3761,0
113,15,-0.20947336,0.7208306,5.333333333,12.22465753,No,Yes,4126,0
113,16,-0.049605433,-1.43202805,6.333333333,14.55464481,No,Yes,4491,0
113,17,0.278907227,1.266458314,6,19.21643836,No,Yes,4856,0
113,18,0.431715107,0.16527525,6,18.43561644,No,Yes,4990,1
114,5,0.5464138,0.82643065,9,18.95890411,Yes,No,346,0
114,6,0.16772557,-0.31734955,8.083333333,18.89041096,Yes,No,712,0
114,7,-0.4675116,1.2012575,7.75,15.20821917,No,No,1077,0
114,8,0.051342209,0.19516369,6.25,14.04644809,No,No,1442,0
114,9,0.1812232,0.36759935,7.083333333,16.96438356,No,No,1807,0
114,10,-0.688774916,-0.66224585,9.5,18.4630137,No,No,2173,0
114,11,0.784466133,-0.18925665,9.25,22.13424658,No,No,2538,0
114,12,0.295893347,-0.6245915,10.66666667,21.86065574,No,Yes,2903,0
114,13,0.313321727,1.379673,12.16666667,27.0739726,No,Yes,3268,0
114,14,0.250518697,-1.04609425,12,24.63561644,No,Yes,3634,0
114,15,0.0255743,1.9554065,12.08333333,25.60821918,No,Yes,3999,0
114,16,-0.252998447,-0.901250605,14.66666667,35.2295082,No,Yes,4364,0
114,17,NA,NA,15,35.48387097,No,Yes,4681,0
115,4,NA,NA,11,18.56284153,Yes,No,3,0
115,5,0.214279267,0.74163785,10.16666667,22.32876712,Yes,No,368,0
115,6,0.1567033,0.43252875,10.25,21.97534247,Yes,No,733,0
115,7,0.5185558,-0.465324762,12.83333333,27.1369863,Yes,No,1098,0
115,8,0.291538,0.55314715,13,24.59289618,Yes,No,1464,0
115,9,-0.002455777,-1.18247745,13.25,25.87945206,Yes,No,1829,0
115,10,-0.847499633,0.6826312,15.75,35.54520548,Yes,No,2194,0
115,11,NA,NA,NA,35.29710145,Yes,No,2493,0
116,5,NA,NA,NA,#VALUE!,NA,NA,366,0
116,6,NA,NA,NA,#VALUE!,NA,NA,731,0
116,7,NA,NA,NA,#VALUE!,NA,NA,1096,0
116,8,NA,NA,NA,#VALUE!,NA,NA,1461,0
116,9,NA,NA,NA,#VALUE!,NA,NA,1827,0
116,10,NA,NA,NA,#VALUE!,NA,NA,2192,0
116,11,NA,NA,NA,#VALUE!,NA,NA,2557,0
116,12,NA,NA,9,9.30324577,NA,NA,2922,0
116,13,NA,NA,10.16666667,13.73436352,NA,NA,3288,0
116,14,NA,NA,12.66666667,17.24931507,NA,NA,3653,0
116,15,NA,NA,15.58333333,22.12328767,NA,NA,4018,0
116,16,NA,NA,13.5,21.46448087,NA,NA,4383,0
116,17,-0.1277435,0.640221265,13.5,21.2109589,NA,NA,4749,0
116,18,0.16342048,0.74000437,13,18.9260274,NA,NA,5114,0
116,19,-0.2715132,1.38477935,16.41666667,23.5369863,NA,NA,5479,0
116,20,-0.532516567,-0.2489991,18.75,27.6010929,NA,NA,5844,0
116,21,0.2416345,-2.342605,20.83333333,28.21917808,NA,NA,6210,0
116,22,NA,NA,23,31.73972602,NA,NA,6238,1
117,5,0.06919329,0.5644714,10.5,28.50684931,No,No,245,0
117,6,-0.083283133,0.88763545,10.5,28.75342466,No,No,610,0
117,7,0.227409667,0.5664441,10.66666667,29.77260274,No,No,975,0
117,8,0.246512967,1.631859,11,33.06284153,No,No,1341,0
117,9,0.608556267,1.598339,11.58333333,32.44657534,No,No,1706,0
117,10,0.48982692,1.2990645,10.16666667,33.86849315,No,No,2071,0
117,11,-0.504289867,0.9925984,9,35.41643835,No,No,2436,0
117,12,-0.387982633,-3.002158,8.166666667,36.34699453,No,No,2802,0
117,13,-0.6056362,-1.6336515,8.166666667,38.25479452,No,No,3167,0
117,14,NA,NA,8,40.85479452,No,No,3183,1
118,4,-0.8438836,0.25669335,9,31.23770492,No,No,145,0
118,5,NA,NA,9,32.57142857,No,No,510,0
118,6,NA,NA,10.58333333,17.00273972,No,No,875,0
118,7,NA,NA,6.933333333,15.17808219,No,No,1240,0
118,8,NA,NA,6,14.8852459,No,No,1606,0
118,9,NA,NA,6,16.11226564,No,No,1971,0
118,10,NA,NA,7.9,#VALUE!,No,No,2336,0
118,11,NA,NA,7,17.73519353,No,Yes,2701,0
118,12,NA,NA,6.875,19.18413598,No,Yes,3067,0
118,13,-0.920859433,0.1052477,7,24.80273973,No,Yes,3432,0
118,14,0.21232889,1.11919545,7,24.31506849,No,Yes,3797,0
118,15,-0.168819825,0.508164708,6.75,23.7369863,No,Yes,4162,0
118,16,-0.612131367,0.23300885,8.666666667,25.00819672,No,No,4528,0
118,17,-1.362875533,1.486806,9.333333333,29.11232876,No,No,4893,0
118,18,0.333490467,-0.3060028,10,28.48767124,No,No,5074,1
119,5,0.4111849,-2.5249215,19.33333333,30.1369863,Yes,No,359,0
119,6,0.25712514,0.53510115,19.58333333,32.03179191,No,No,724,0
119,7,0.340812537,0.8483401,19.33333333,29.97260274,No,No,1089,0
119,8,-0.1796319,0.22892155,19.09090909,30.90983606,No,No,1455,0
119,9,-0.333516767,-0.16073445,22.16666667,33.30136986,No,No,1820,0
119,10,-0.441443033,1.7100205,21.75,31.48219178,No,No,2185,0
119,11,0.539863533,0.36532205,14.83333333,24.9893993,No,No,2550,0
119,12,-0.01212501,1.6303365,7.333333333,11.11202186,No,No,2916,0
119,13,0.71440181,0.42862675,8,12.2739726,No,No,3281,0
119,14,0.371489703,0.145603295,9,12.44383562,No,No,3646,0
119,15,0.528108433,0.5505171,11.25,15.99178082,No,No,4011,0
119,16,0.62236398,0.762391665,11,19.52732241,No,No,4377,0
119,17,NA,NA,11,17.15068493,No,No,4402,1
120,4,-0.789270067,0.67698455,5,5.83740167,No,No,217,0
120,5,-0.625075167,-2.0106575,4.6,5.528358209,No,No,582,0
120,6,NA,NA,NA,5.397260274,No,No,657,0
121,4,0.673492567,-2.4244495,6.666666667,8.691256831,No,No,90,0
121,5,0.08674345,-1.6530605,5.833333333,8.098630137,No,No,455,0
121,6,-0.228271633,-1.1849645,6.166666667,8.063013699,No,No,820,0
121,7,0.021465133,-0.47412545,7,9,No,No,1185,0
121,8,-0.461115867,-3.4468305,8.090909091,14.9726776,No,No,1541,1
122,4,NA,NA,9,10.19125683,Yes,No,57,0
122,5,NA,NA,9.375,10.96712329,Yes,No,423,0
122,6,0.3310778,-0.63605275,11.66666667,17.97260274,Yes,No,788,0
122,7,-0.233639393,-2.225291,13,20.04109589,Yes,No,875,1
123,4,0.064666777,-0.89542235,6,13.86885246,No,No,234,1
124,4,NA,NA,12,16.26775956,Yes,No,39,0
124,5,0.2452797,0.6533355,12,19.5260274,Yes,No,404,0
124,6,-0.381612903,0.90145285,12.75,21.17260274,Yes,No,769,0
124,7,-0.0346611,-1.70786235,10.16666667,21.57920792,Yes,No,1134,0
124,8,-0.284570133,0.8577559,5.75,8.68579235,Yes,No,1500,0
124,9,-0.1435355,-0.193889244,4.833333333,8.098630137,Yes,No,1865,0
124,10,-0.860676787,0.20554284,5.166666667,8.068493151,Yes,No,2230,0
124,11,-0.406493733,-1.230359,6,9,Yes,No,2595,0
124,12,-0.7991928,-0.64600915,6.666666667,15.00546448,Yes,No,2961,0
124,13,0.0411994,-0.26421244,6.083333333,13.58356164,Yes,Yes,3326,0
124,14,0.101603177,-1.1484035,6.166666667,14.90410959,No,Yes,3691,0
124,15,-0.308356567,0.6869049,6,13.83287671,No,Yes,4056,0
124,16,NA,NA,6,13.79781421,No,Yes,4084,1
125,5,NA,NA,15.375,31.85,Yes,No,246,0
125,6,NA,NA,17.33333333,7.975342466,Yes,No,611,0
125,7,NA,NA,11.6,12.2,Yes,No,976,0
125,8,NA,NA,4,12.47814208,Yes,No,1342,0
125,9,NA,NA,3.1,11.07791874,Yes,No,1707,0
125,10,NA,NA,7.363636364,12.21917808,Yes,No,2072,0
125,11,NA,NA,8.111111111,9.693150685,Yes,No,2437,0
125,12,NA,NA,8.6,12.68306011,No,Yes,2803,0
125,13,1.325138933,-0.8945281,10.66666667,18.93150685,No,Yes,3168,0
125,14,-0.046699321,0.7877859,11.25,20.41369863,No,Yes,3533,0
125,15,-0.188829937,-0.02389575,12.66666667,21.36438356,No,Yes,3898,0
125,16,-0.624654057,-0.05534165,5,24,No,Yes,4264,0
125,17,0.387320767,-0.74680785,4.083333333,7.95890411,No,Yes,4629,0
125,18,0.454171067,-0.202896185,4,8.298630137,No,Yes,4994,0
125,19,-0.052217763,0.41172675,4.666666667,8.602739726,No,Yes,5359,0
125,20,0.165247833,-1.66614445,5,10.7295082,No,Yes,5725,0
125,21,0.119072733,-1.35464515,5,15.12328767,No,Yes,5924,1
126,4,-0.1849451,0.21312743,9,13.69398907,No,No,242,0
126,5,-0.01049021,0.80625175,9.416666667,15.07123288,No,No,607,0
126,6,0.318962587,-0.79131255,9.666666667,13.8,No,No,972,0
126,7,0.107328804,0.42658855,8,13.95890411,No,No,1338,0
126,8,0.37543599,0.9892733,7,8.237644869,No,No,1430,1
127,5,-0.0730944,-0.96485595,6,15.19452055,Yes,No,214,0
127,6,-0.708215767,1.721211,5.083333333,13.66027397,Yes,No,579,0
127,7,0.039814203,-0.2801766,5.833333333,14.83287671,No,No,944,0
127,8,-0.4115954,0.4088852,7,13.86338798,No,No,1309,0
127,9,-0.149246,0.890617,5.166666667,13.77260274,No,No,1675,0
127,10,NA,NA,5,7.242612929,No,No,1713,1
128,5,NA,NA,13.4,24.41643836,No,No,160,0
128,6,NA,NA,14,28.92054795,No,No,525,0
128,7,0.399098203,-2.0339535,10.66666667,31.69315069,No,No,891,0
128,8,-0.0980856,-1.1690174,12.41666667,29.92622951,No,No,1256,0
128,9,-0.36587397,-1.792453,11.58333333,31.22191781,No,No,1621,0
128,10,-0.1079704,-0.64490175,12.75,31.45205479,No,No,1986,0
128,11,-0.2618507,0.8583875,13.16666667,30.18356164,No,No,2352,0
128,12,-0.583896567,0.48106075,17.5,31.84713376,No,No,2717,0
128,13,NA,NA,18.5,7.997260274,No,Yes,3082,0
128,14,NA,NA,12.6,12.23287671,No,Yes,3447,0
128,15,NA,NA,5,12.47123288,No,Yes,3813,0
128,16,NA,NA,4.1,11.0776947,No,Yes,4178,0
128,17,NA,NA,7.272727273,12.21917808,No,Yes,4543,0
128,18,NA,NA,9.5,9.682191781,No,Yes,4588,1
129,4,0.597714533,1.4591115,8.333333333,9.576502732,Yes,No,89,0
129,5,-0.572786653,0.09852832,9.083333333,15.75342466,Yes,No,454,0
129,6,-0.01196255,-0.6538766,8,14.98630137,No,No,819,0
129,7,-0.472892437,1.17768,8.916666667,14.33972603,No,No,1184,0
129,8,-1.052626,0.24977545,9,13.33060109,No,No,1249,1
130,4,0.632635487,-2.8793495,13.25,16.24590164,No,No,100,0
130,5,0.4078388,0.034216155,13.5,19.52054795,No,No,465,0
130,6,0.15739881,-0.2134606,13.75,21.17260274,No,No,830,0
130,7,-0.496834867,-0.83969032,11.16666667,21.57635468,No,No,1195,0
130,8,-0.042041233,0.87951295,6.833333333,8.68852459,No,No,1561,0
130,9,0.393194867,-0.72565745,6.833333333,8.098630137,No,No,1926,0
130,10,0.401663867,-2.090988,7.166666667,8.065753425,No,No,2291,0
130,11,0.820004667,-1.1828154,8,9,No,No,2656,0
130,12,0.137541437,-1.1228965,9.166666667,14.99180328,No,No,2851,1
131,5,-0.090806633,-0.0748613,7.6,15.51780822,Yes,No,311,0
131,6,0.2077812,1.0360826,7,15.18356164,Yes,No,676,0
131,7,0.186510967,-0.82891125,7.916666667,14.23013699,Yes,No,1041,0
131,8,-0.207145363,0.28653269,7.583333333,13.2704918,Yes,No,1407,0
131,9,-0.202170826,0.3916016,5.916666667,12.23287671,No,No,1772,0
131,10,-0.085908267,0.4803358,4,5.848145213,No,No,2137,0
131,11,-0.408397323,-0.9974763,4,5.544668588,No,No,2325,1
132,4,-1.043416733,1.3297296,2,34.06284153,No,No,202,0
132,5,-1.225387733,1.9593465,2,38.89041096,No,No,567,0
132,6,-0.229744923,1.4175595,3,40.87945205,No,No,932,0
132,7,0.258672437,-0.7143242,3,45.52328767,No,No,1298,0
132,8,NA,NA,2.333333333,44.06010929,No,No,1663,0
132,9,NA,NA,3,41.13424658,No,No,2028,0
132,10,NA,NA,2,48.53972603,No,No,2393,0
132,11,NA,NA,NA,47.28571429,No,No,2551,0
133,4,NA,NA,20,30.87896254,Yes,No,31,0
133,5,-1.119927,-0.36517535,20.71428571,30.25479452,Yes,No,263,1
134,4,-0.0076943,0.2107864,2.4,27.43715847,Yes,No,303,0
134,5,-0.100517603,0.63866315,1.833333333,32.37808219,Yes,No,669,0
134,6,-0.18632362,1.03141355,1,36.20273972,No,No,1034,0
134,7,-0.1545521,2.273592,1,38.89315069,No,No,1399,0
134,8,0.11630093,0.33609245,1,43.63114754,No,No,1764,0
134,9,0.587805967,0.4766574,1,46.00547945,No,No,2130,0
134,10,NA,NA,1,41.89315068,No,No,2495,0
134,11,NA,NA,1,44.08219178,No,No,2860,0
134,12,NA,NA,1,48.58196722,No,No,3225,0
134,13,NA,NA,NA,45.46728972,No,No,3238,0
135,4,0.724160667,0.193791285,3,40.13387978,No,No,119,0
135,5,0.798206933,1.405596,3.25,45.02465753,No,No,484,0
135,6,NA,NA,4,44.95342466,No,No,761,1
136,4,NA,NA,9,14.04517212,NA,No,29,0
136,5,NA,NA,8.166666667,17.61643835,NA,No,394,0
136,6,NA,NA,10.25,22.34246576,NA,No,759,0
136,7,NA,NA,10.08333333,21.34246575,NA,No,1124,0
136,8,-0.8567381,-0.566028,11.58333333,21.02732241,NA,No,1490,0
136,9,-0.313488697,0.82241435,12.08333333,19.10958904,NA,No,1855,0
136,10,-0.1547292,-0.35485605,15.75,24.21917808,NA,No,2220,0
136,11,-0.572217127,0.7364532,17.83333333,27.38082192,NA,No,2585,0
136,12,0.015291033,-0.81122865,19.33333333,28.59562841,NA,No,2951,0
136,13,-0.469285533,1.62282265,22.91666667,31.91232877,NA,Yes,3316,0
136,14,-0.388976,1.851518,21,30.32947977,NA,No,3681,0
136,15,-0.586130133,1.2020285,20.45454545,30.3150685,NA,Yes,4046,0
136,16,-0.369057367,1.875764,22.5,33.43989071,NA,No,4412,0
136,17,-0.365007403,0.43192705,23.33333333,31.53150685,NA,No,4777,0
136,18,NA,NA,22,27.16438357,NA,No,4843,1
137,5,-0.876530267,-0.697138992,12.5,30.13424657,No,No,241,0
137,6,-1.211863067,-0.29196227,14.41666667,31.13424658,No,No,606,0
137,7,0.06792896,-2.046331,14.83333333,31.32054795,No,No,971,0
137,8,-0.6139405,-0.262472385,14.66666667,30.30601093,No,No,1337,0
137,9,1.011276233,-1.992389,21,31.89130435,No,No,1702,0
137,10,NA,NA,24.08333333,16.87397261,No,No,2067,0
137,11,NA,NA,24.25,15.89315068,No,No,2342,1
138,5,NA,NA,NA,#VALUE!,NA,NA,365,0
138,6,NA,NA,NA,#VALUE!,NA,NA,730,0
138,7,NA,NA,NA,#VALUE!,NA,NA,1096,0
138,8,NA,NA,NA,#VALUE!,NA,NA,1461,0
138,9,NA,NA,NA,#VALUE!,NA,NA,1826,0
138,10,NA,NA,NA,9.610958904,NA,NA,2191,0
138,11,NA,NA,1,10.25852521,NA,NA,2557,0
138,12,NA,NA,1,15.93715847,NA,NA,2922,0
138,13,NA,NA,1,20.29863014,NA,NA,3287,0
138,14,NA,NA,1,22.09315069,NA,NA,3652,0
138,15,-0.818736133,1.767223,1,21.51232876,NA,NA,4018,0
138,16,-0.6338534,1.2608392,1,19.0874317,NA,NA,4383,0
138,17,-0.718457633,0.9139543,1,21.39178083,NA,NA,4748,0
138,18,0.346753167,-0.886336,1,26.72876713,NA,NA,5113,0
138,19,-1.2496023,0.78108373,1,27.18904109,NA,NA,5479,0
138,20,-0.946182867,0.59306915,1,31.04918033,NA,NA,5844,0
138,21,-1.362126703,1.1693854,1,31.72543353,NA,NA,6001,1
139,4,NA,NA,NA,20.4453552,NA,No,34,0
139,5,NA,NA,NA,23.02739726,NA,No,399,0
139,6,NA,NA,11.66666667,26.61917808,NA,No,764,0
139,7,NA,NA,12.27272727,24.67123288,NA,No,1130,0
139,8,NA,NA,12,19.94808743,NA,No,1495,0
139,9,NA,NA,14.33333333,23.72054795,NA,No,1860,0
139,10,NA,NA,14.16666667,21.20547945,NA,No,2225,0
139,11,NA,NA,14.81818182,18.80821918,NA,No,2591,0
139,12,NA,NA,16,23.34153006,NA,No,2956,0
139,13,NA,NA,16.33333333,24.44931507,NA,No,3321,0
139,14,NA,NA,16.66666667,28.95342466,NA,No,3686,0
139,15,-1.042234833,1.4793833,13.45454545,31.69315068,NA,No,4052,0
139,16,-0.1982338,0.357386015,13.92307692,29.96994536,NA,No,4417,0
139,17,-0.14333001,0.7830038,11.58333333,31.18904109,NA,No,4782,0
139,18,0.590041633,0.36004815,12.5,31.44109589,NA,Yes,4931,1
140,3,0.743212733,-0.65667655,2,24.50136986,Yes,No,149,0
140,4,-0.0732189,1.2236387,2,25.41803279,Yes,No,514,0
140,5,-0.7560449,1.325622,2.083333333,25.35890411,Yes,No,879,0
140,6,0.266301233,1.07725595,3,31.15342466,Yes,No,1245,0
140,7,0.16316491,0.8167381,2.833333333,34.17534246,Yes,No,1610,0
140,8,0.7524807,-0.4684086,3,38.90163934,No,No,1975,0
140,9,0.7659189,0.76754985,2.5,40.98356165,No,No,2340,0
140,10,0.941529367,0.16814792,2.5,45.54520547,No,No,2706,0
140,11,NA,NA,2.666666667,43.96164384,No,No,3071,0
140,12,NA,NA,2,41.28415301,No,No,3436,0
140,13,NA,NA,3,48.58356165,No,No,3801,0
140,14,NA,NA,NA,47.22950819,No,No,3951,0
141,4,NA,NA,NA,31.33606558,Yes,No,11,0
141,5,-0.073048167,-1.1596401,10.6,31.41369863,Yes,No,161,1
142,3,NA,NA,NA,19.45479453,Yes,No,17,0
142,4,-0.262100267,0.41164775,2,25.00819672,Yes,No,382,0
142,5,0.070749667,-0.1880331,2,27.10958904,Yes,No,747,0
142,6,-0.2176999,0.84120405,2,29.08493151,Yes,No,1113,0
142,7,0.4220852,-1.6361934,1.833333333,32.10951009,Yes,No,1478,0
142,8,-0.266298367,-0.1866326,1,#VALUE!,No,No,1843,0
142,9,-0.0475394,0.2232801,1,30.60273972,No,No,2208,0
142,10,0.0692183,-0.57215785,1,33.44383562,No,No,2574,0
142,11,-0.14472109,-0.491268,1,31.57260274,No,No,2939,0
142,12,NA,NA,1,25.97910448,No,No,3304,0
142,13,0.409931533,0.02711179,1,10.3890411,No,No,3669,0
142,14,-0.21172824,1.2158106,1,12.31232877,No,No,4035,0
142,15,0.024184567,1.701283,1,17.4630137,No,No,4400,0
142,16,-0.305889333,1.7872,1.083333333,18.71311476,No,No,4765,0
142,17,-1.015380317,1.486999952,1,18.11780822,No,No,5130,0
142,18,-0.3203458,1.05792825,1,23.79178082,No,No,5496,0
142,19,-0.628464933,0.57261235,1,25.38630137,No,Yes,5861,0
142,20,-0.5371468,0.69647615,1,24.7568306,No,Yes,6226,0
142,21,0.118653403,0.69208,1,29.86849315,No,Yes,6591,0
142,22,-0.400956867,-0.09014095,1,33.41643835,No,Yes,6744,1
143,4,-1.719109433,-3.595066,11,13.12295082,No,No,117,0
143,5,-0.163730533,-0.7788649,12.41666667,18.06575342,No,No,482,0
143,6,0.091978533,-1.625237,11.83333333,18.41095891,No,No,847,0
143,7,0.0722651,-3.520251,11.75,18.8739726,No,No,950,1
144,4,-0.094223683,0.27984805,20.83333333,28.04371584,Yes,No,183,0
144,5,0.379718267,0.54018315,22.16666667,31.48767124,Yes,No,548,0
144,6,NA,NA,22,30.87572255,Yes,No,590,1
145,4,-0.611728233,-1.41769875,3,23.215847,No,No,170,0
145,5,-0.891499267,0.6192586,3,29.68493151,No,No,535,0
145,6,-0.006965333,0.3560027,3.416666667,31.04109589,No,No,901,0
145,7,0.4229058,0.49169065,3.5,31.66027397,No,No,1266,0
145,8,0.467192767,0.81993565,2,25.74043716,No,No,1631,0
145,9,0.63562933,0.90414475,2,28.21369863,No,No,1996,0
145,10,NA,NA,NA,28.55026455,No,No,2091,0
146,4,0.292446633,-2.399377,6,23.13114754,Yes,No,74,0
146,5,-0.2467412,0.649257,6,29.39726028,Yes,No,439,0
146,6,0.048414863,0.77794415,6.333333333,30.74794521,Yes,No,805,0
146,7,-0.16614185,-1.40778075,6.166666667,32.08767123,Yes,No,1170,0
146,8,-0.2699733,-0.3635577,4,25.73497267,Yes,No,1535,0
146,9,0.5185275,-0.88648935,4,28.06575342,Yes,No,1900,0
146,10,NA,NA,NA,28.60829493,No,No,2023,0
147,4,-0.4011656,-1.41559384,8.6,30.284153,No,No,126,0
147,5,-0.065166267,0.32756575,4.090909091,31.70958904,No,No,492,0
147,6,0.695595533,-0.339432,2,29.65479452,No,No,857,0
147,7,0.3736546,-0.5147834,1,26.45479452,No,No,1222,0
147,8,0.223690633,0.9108218,1,28.58196722,No,No,1583,0
148,3,NA,NA,2,18.06027397,Yes,No,26,0
148,4,NA,NA,2,21.90710383,Yes,No,391,0
148,5,NA,NA,2,24.15890411,Yes,No,756,0
148,6,NA,NA,2,26.74520548,Yes,No,1121,0
148,7,NA,NA,2.5,31.16712329,Yes,No,1487,0
148,8,-0.539488327,0.56347685,3,29.84972678,Yes,No,1852,0
148,9,-0.847344,0.259592,2.75,31.44931507,Yes,No,2217,0
148,10,-0.201064133,0.9300386,3,31.15342466,No,No,2582,0
148,11,-0.389053133,-0.44826215,3.583333333,30.20547945,No,No,2948,0
148,12,0.41698105,0.36189095,4,31.73114754,No,Yes,3313,0
148,13,NA,NA,4,16.15890411,No,Yes,3678,0
148,14,NA,NA,3.7,16.89041096,No,Yes,4014,1
149,4,1.050757567,1.2988775,3,30.26502733,Yes,No,149,0
149,5,0.730288,1.5153535,3,31.67619048,Yes,No,515,0
149,6,NA,NA,3,16.1260274,Yes,No,880,0
149,7,NA,NA,2.5,16.92328767,Yes,No,1245,0
149,8,NA,NA,2,14.74043716,No,No,1610,0
149,9,NA,NA,2,15.29041096,No,No,1976,0
149,10,NA,NA,2,15.35524798,No,No,2341,0
149,11,NA,NA,2,16.14520548,No,Yes,2478,1
150,5,0.0527458,1.1469425,2.083333333,23.76712329,Yes,No,327,0
150,6,0.1853509,-0.68117405,3,28.65205479,Yes,No,624,1
151,4,-0.999537833,-2.637407,4,28.89071038,No,No,100,0
151,5,-0.64546098,1.0000361,3.083333333,32.13972603,No,No,466,0
151,6,-0.5900752,-2.349202,3.333333333,32.69041096,No,No,831,0
151,7,-0.443921433,-2.4904525,4.666666667,32.56438356,No,No,1196,0
151,8,-0.687627633,-0.15510365,13.16666667,35.48907104,No,No,1561,0
151,9,-1.001243277,0.58399815,15.58333333,35.68219178,No,No,1927,0
151,10,0.0202573,-2.8847545,14.58333333,38.08219178,No,No,2292,0
151,11,-0.099489467,1.2179376,12.75,39.09863014,No,No,2657,0
151,12,-0.462494033,-0.5249174,10.3,39.56825663,No,No,3022,0
151,13,NA,NA,NA,30.58029197,No,No,3211,0
152,4,-1.115846023,-0.34458765,7,29.69398907,No,No,151,0
152,5,-0.246582243,0.41646394,6.75,31.76164384,No,No,516,0
152,6,0.571470813,0.435537025,6.583333333,31.09041096,No,No,881,0
152,7,0.638496767,1.5300345,6,30.25753425,No,No,1247,0
152,8,0.846716067,-0.88173175,7,31.52752293,No,No,1612,0
152,9,NA,NA,7,16.53972603,No,No,1977,0
152,10,NA,NA,6.909090909,16.45479452,No,No,2331,1
153,4,NA,NA,3,15.0830819,Yes,No,150,0
153,5,NA,NA,1.888888889,16.49589042,Yes,No,515,0
153,6,NA,NA,1,17.58190268,No,No,881,0
153,7,-1.918798167,-2.2425275,1,20.81095891,No,No,1246,0
153,8,-0.7813978,0.5296218,1,24.49180328,No,No,1611,0
153,9,-0.274201667,-1.31557535,1,24.70958905,No,No,1976,0
153,10,-0.33339746,-0.151971186,1,23.6,No,No,2342,0
153,11,-0.190904989,1.680457,1,26.2109589,No,Yes,2707,0
153,12,-0.079583867,0.76235655,1,29.12021858,No,Yes,3072,0
153,13,-0.299058037,1.0658288,1,28.86849315,No,Yes,3437,0
153,14,-1.094376933,-0.46024185,1,32.10684931,No,Yes,3803,0
153,15,-0.9436757,0.68028795,1,32.71232877,No,Yes,4168,0
153,16,-0.2786119,1.0748253,1,32.54644808,No,Yes,4315,1
154,4,-0.884940667,2.458748,2,31.35519125,Yes,No,269,0
154,5,0.7490206,1.53269625,2,30.64109589,Yes,No,634,0
154,6,0.742472893,1.5600857,1,30.94246575,No,No,999,0
154,7,0.061222367,1.9768425,1,31.08767124,No,No,1364,0
154,8,0.3325098,2.103991,1,30.55464481,No,No,1730,0
154,9,0.011903867,3.732499,1,32.37234042,No,No,2095,0
154,10,NA,NA,1,16.99452055,No,No,2460,0
154,11,NA,NA,NA,15.58630137,No,No,2462,1
155,4,NA,NA,NA,10.24043716,NA,NA,7,0
155,5,NA,NA,NA,9.502808989,NA,NA,372,0
155,6,NA,NA,8,12.24476517,NA,NA,738,0
155,7,NA,NA,10.81818182,16.26027397,NA,NA,1103,0
155,8,NA,NA,12.69230769,20.78415301,NA,NA,1468,0
155,9,NA,NA,12.91666667,21.99452055,NA,NA,1833,0
155,10,0.59893235,1.3015574,12.36363636,21.41369863,NA,NA,2199,0
155,11,0.568762667,-0.15323895,10.66666667,18.78356165,NA,NA,2564,0
155,12,0.422324323,0.22213825,13.30769231,22.13114754,NA,NA,2929,0
155,13,0.374626333,-0.5513302,16.25,26.96438356,NA,NA,3294,0
155,14,-0.379903,0.52414155,17.63636364,27.38630137,NA,NA,3660,0
155,15,-0.128872247,-0.501678375,20.5,31.24109589,NA,NA,4025,0
155,16,-0.674558,0.809316,20.25,31.50144092,NA,NA,4379,1
156,3,NA,NA,NA,20.23013699,NA,NA,168,0
156,4,NA,NA,NA,20.4453552,NA,NA,533,0
156,5,NA,NA,NA,23.02739726,NA,NA,898,0
156,6,NA,NA,10,26.61917808,NA,NA,1263,0
156,7,NA,NA,11,24.67123288,NA,NA,1629,0
156,8,NA,NA,9,19.94808743,NA,NA,1994,0
156,9,NA,NA,11.75,23.72054795,NA,NA,2359,0
156,10,NA,NA,12.16666667,21.20547945,NA,NA,2724,0
156,11,NA,NA,12.81818182,18.80821918,NA,NA,3090,0
156,12,NA,NA,14,23.34153006,NA,NA,3455,0
156,13,NA,NA,14.33333333,24.44931507,NA,NA,3820,0
156,14,NA,NA,14.66666667,28.95342466,NA,NA,4185,0
156,15,-0.03446807,-1.824282,11.18181818,31.69315068,NA,NA,4551,0
156,16,0.013689933,-0.6537386,10.92307692,29.96994536,NA,NA,4916,0
156,17,NA,NA,10,31.18904109,NA,NA,4956,1
157,5,0.2435525,1.0657151,1.727272727,32.43835616,Yes,No,329,0
157,6,0.294309467,2.3379625,1,35.09863014,No,No,694,0
157,7,-0.0158187,-0.6546679,1,35,No,No,1059,0
157,8,-0.402644033,0.868040915,1,37.09016394,No,No,1425,0
157,9,-0.1410801,0.321517625,1,38.19178082,No,No,1790,0
