BirdID,sex,BIRTHYEAR,agefirstassayed,last year bred,longevity_max age recorded,Season_assayed,yearassayed,monthassayed,Sepday,adjuv,Numbs!,Obsno!,EB,seasondaybird,hopsandflights
A225307,F,2004,J,2005,1,1,2005,2,156,J,1,1,1,1156A225307,42
A225324,M,2004,A,2007,3,2,2006,1,153,A,1,1,0.105,2153A225324,4
A225380,M,2004,J,notbred,1,1,2005,2,169,J,1,1,1.183,1169A225380,110
A225384,M,2004,J,notbred,1,1,2005,2,158,J,1,1,0.335,1158A225384,6
A225391,M,2003,A,2005,2,1,2005,2,169,A,2,1,1.278,1169A225391,67
A225391,M,2003,A,2005,2,1,2005,3,182,A,2,2,1.278,1182A225391,258
A225408,F,2004,A,2005,2,2,2006,3,182,A,1,1,1.407,2182A225408,85
A225409,F,2004,J,notbred,1,1,2005,2,162,J,3,1,1.261,1162A225409,81
A225409,F,2004,J,notbred,1,1,2005,3,184,J,3,2,1.261,1184A225409,128
A225409,F,2004,J,notbred,1,1,2005,3,192,J,3,3,1.261,1192A225409,143
A225410,F,2004,J,2005,1,1,2005,2,175,J,3,2,0.593,1175A225410,6
A225410,F,2004,J,2005,1,1,2005,2,158,J,3,1,0.593,1158A225410,26
A225410,F,2004,J,2005,1,2,2006,3,182,A,3,3,0.593,2182A225410,44
A225412,M,2003,A,notbred,2,1,2005,2,168,A,1,1,0.899,1168A225412,50
A225414,M,2004,A,2006,2,2,2005,9,27,A,2,1,1.044,227A225414,57
A225414,M,2004,A,2006,2,3,2006,11,69,A,2,2,1.044,369A225414,50
A225416,M,2004,J,notbred,1,1,2005,2,169,J,2,2,1.386,1169A225416,155
A225416,M,2004,J,notbred,1,1,2005,2,161,J,2,1,1.386,1161A225416,54
A225430,F,2004,J,notbred,1,1,2005,2,171,J,1,1,1.854,1171A225430,147
A225438,F,2004,A,notbred,2,2,2005,10,48,A,1,1,0.51,248A225438,22
E985044,F,2003,A,2006,3,2,2006,1,141,A,2,1,0.31,2141E985044,14
E985044,F,2003,A,2006,3,3,2006,11,87,A,2,2,0.31,387E985044,20
E985048,M,2004,A,2007,3,2,2006,1,153,A,2,2,0.878,2153E985048,42
E985048,M,2004,A,2007,3,2,2006,1,146,A,2,1,0.878,2146E985048,30
E985052,M,2004,A,2005,2,2,2006,1,141,A,1,1,0.868,2141E985052,61
E985067,M,2004,A,2006,2,2,2005,12,107,A,1,1,1.029,2107E985067,91
E985079,F,2004,A,2009,5,2,2005,9,28,A,1,1,0.604,228E985079,12
E985081,F,2004,A,2008,4,2,2006,1,141,A,1,1,0.895,2141E985081,41
E985085,M,2004,A,2006,2,2,2006,1,138,A,1,1,0.283,2138E985085,13
E985086,F,2004,A,2008,4,4,2008,2,178,A,1,1,1.097,4178E985086,84
E985088,F,2004,A,2007,3,2,2006,1,138,A,2,1,0.467,2138E985088,13
E985088,F,2004,A,2007,3,4,2008,3,188,A,2,2,0.467,4188E985088,90
E985089,F,2004,A,2006,2,2,2006,1,138,A,2,2,0.829,2138E985089,50
E985089,F,2004,A,2006,2,2,2006,1,134,A,2,1,0.829,2134E985089,36
E985096,M,2004,A,2005,2,2,2005,11,79,A,1,1,0.603,279E985096,11
E987078,M,2005,A,notbred,2,3,2006,12,110,A,1,1,1.661,3110E987078,111
F952406,F,2006,J,2007,1,3,2007,3,190,J,1,1,1.439,3190F952406,60
F952411,F,2006,J,notbred,1,3,2007,3,190,J,1,1,0.362,3190F952411,25
F952443,F,2006,J,2007,1,3,2007,2,158,J,1,1,1.108,3158F952443,74
F952444,F,2006,J,notbred,1,3,2007,2,158,J,1,1,1.234,3158F952444,85
F952445,F,2006,J,notbred,1,3,2007,2,158,J,1,1,1.145,3158F952445,93
F952447,M,2005,A,2007,2,3,2007,2,158,A,1,1,1.077,3158F952447,71
F952450,F,2006,J,notbred,1,3,2007,2,179,J,2,2,1.138,3179F952450,47
F952450,F,2006,J,notbred,1,3,2007,2,158,J,2,1,1.138,3158F952450,87
F952454,M,2004,A,2006,2,2,2006,2,181,A,2,1,0.926,2181F952454,33
F952454,M,2004,A,2006,2,2,2006,3,195,A,2,2,0.926,2195F952454,62
F952459,F,2004,A,2008,4,2,2006,3,185,A,2,1,0.483,2185F952459,12
F952459,F,2004,A,2008,4,3,2007,3,188,A,2,2,0.483,3188F952459,82
F952460,F,2004,A,2007,3,2,2006,3,185,A,1,1,0.184,2185F952460,10
F952462,F,2004,A,2008,4,2,2006,2,181,A,2,1,1.094,2181F952462,65
F952462,F,2004,A,2008,4,3,2007,2,173,A,2,2,1.094,3173F952462,33
F952950,F,2003,A,notbred,3,2,2006,2,167,A,1,1,0.932,2167F952950,90
F985043,M,2004,A,notbred,2,2,2006,1,150,A,1,1,1.067,2150F985043,327
F985069,M,2004,A,notbred,2,2,2006,1,150,A,1,1,0.26,2150F985069,15
F985088,F,2005,A,notbred,2,3,2006,12,106,A,1,1,0.577,3106F985088,52
H300043,M,2001,A,2008,7,2,2006,3,191,A,1,1,1.143,2191H300043,64
H300605,M,2004,A,2008,4,2,2005,11,85,A,3,1,1.166,285H300605,276
H300605,M,2004,A,2008,4,2,2005,12,99,A,3,2,1.166,299H300605,127
H300605,M,2004,A,2008,4,3,2007,3,183,A,3,3,1.166,3183H300605,43
H300618,M,2004,A,2007,3,2,2006,1,143,A,1,1,0.082,2143H300618,4
H300660,F,2004,A,2008,4,2,2005,11,85,A,5,1,0.755,285H300660,19
H300660,F,2004,A,2008,4,2,2005,12,106,A,5,2,0.755,2106H300660,92
H300660,F,2004,A,2008,4,2,2006,1,141,A,5,3,0.755,2141H300660,51
H300660,F,2004,A,2008,4,3,2007,3,189,A,5,4,0.755,3189H300660,77
H300665,F,2004,A,2006,2,2,2005,9,24,A,1,1,0.864,224H300665,31
H300687,M,2004,A,2006,2,2,2006,1,143,A,2,1,0.582,2143H300687,30
H300687,M,2004,A,2006,2,3,2006,11,87,A,2,2,0.582,387H300687,19
H301151,F,2005,J,notbred,1,2,2005,11,84,J,1,1,0.87,284H301151,81
H301153,M,2005,J,notbred,1,2,2005,11,86,J,1,1,0.374,286H301153,16
H301159,M,2005,J,2007,2,2,2005,12,97,J,1,1,0.565,297H301159,31
H301162,M,2005,J,2007,2,2,2005,12,97,J,3,1,0.221,297H301162,25
H301162,M,2005,J,2007,2,2,2006,3,188,J,3,2,0.221,2188H301162,21
H301162,M,2005,J,2007,2,3,2006,12,94,A,3,3,0.221,394H301162,43
H301164,F,2005,J,2006,1,2,2005,12,101,J,1,1,0.244,2101H301164,9
H301165,M,2004,A,notbred,2,2,2005,12,101,A,1,1,0.646,2101H301165,24
H301171,M,2005,J,notbred,1,2,2005,12,107,J,1,1,0.675,2107H301171,16
H301172,M,2005,J,notbred,1,2,2005,12,107,J,1,1,0.334,2107H301172,8
H301173,F,2004,A,notbred,2,2,2005,12,107,A,1,1,0.77,2107H301173,49
H301186,M,2005,J,notbred,1,2,2005,12,107,J,1,1,0.723,2107H301186,23
H301187,M,2005,J,notbred,1,2,2005,12,107,J,1,1,1.233,2107H301187,75
H301196,M,2005,J,2006,1,2,2006,1,134,J,1,1,1.064,2134H301196,51
H301200,M,2005,J,notbred,1,2,2005,11,86,J,1,1,1.093,286H301200,79
J644470,F,2004,A,2006,2,2,2006,2,156,A,1,1,0.499,2156J644470,26
J644840,F,2006,J,2007,1,3,2007,3,183,J,1,1,0.707,3183J644840,22
J644841,F,2006,J,notbred,1,3,2007,3,188,J,1,1,1.561,3188J644841,167
J644869,M,2006,J,2008,2,3,2007,2,173,J,1,1,0.884,3173J644869,57
J644890,M,2006,J,notbred,1,3,2007,3,185,J,1,1,1.493,3185J644890,111
J644891,F,2006,J,notbred,1,3,2007,2,181,J,1,1,0.493,3181J644891,25
K578069,M,2006,J,2008,2,3,2007,2,180,J,1,1,0.871,3180K578069,67
K578071,F,2006,J,2007,1,3,2007,2,180,J,1,1,1.403,3180K578071,73
K578075,M,2006,J,notbred,1,3,2007,3,187,J,1,1,1.175,3187K578075,122
K578076,F,2006,J,notbred,1,3,2007,3,187,J,1,1,1.074,3187K578076,40
K578080,M,2006,J,notbred,1,3,2007,3,187,J,1,1,0.323,3187K578080,24
K578082,F,2006,J,2007,1,3,2007,3,189,J,1,1,1.089,3189K578082,73
K578090,F,2006,J,notbred,1,3,2007,3,189,J,1,1,0.992,3189K578090,77
K578092,F,2006,J,2007,1,3,2007,3,189,J,1,1,-0.053,3189K578092,2
K578095,M,2006,J,2008,2,3,2007,3,189,J,1,1,0.871,3189K578095,34
K578096,F,2006,J,2010,4,3,2007,3,189,J,1,1,0.204,3189K578096,9
K578100,F,2006,J,notbred,1,3,2007,3,191,J,1,1,0.281,3191K578100,11
K578616,M,2001,A,2008,7,1,2005,2,176,A,3,1,0.668,1176K578616,4
K578616,M,2001,A,2008,7,2,2006,2,170,A,3,2,0.668,2170K578616,83
K578616,M,2001,A,2008,7,3,2007,2,180,A,3,3,0.668,3180K578616,53
K578709,F,2007,J,2009,2,4,2007,12,109,J,2,1,0.833,4109K578709,38
K578710,M,2007,J,notbred,1,4,2007,12,109,J,1,1,1.028,4109K578710,11
K578711,M,2007,J,notbred,1,4,2007,12,109,J,2,1,0.642,4109K578711,46
K578711,M,2007,J,notbred,1,4,2008,1,151,J,2,2,0.642,4151K578711,33
K578712,M,2007,J,2008,1,4,2007,12,109,J,4,1,0.29,4109K578712,5
K578712,M,2007,J,2008,1,4,2008,2,172,J,4,2,0.29,4172K578712,53
K578713,M,2007,J,notbred,1,4,2007,12,109,J,1,1,0.553,4109K578713,34
K578714,F,2007,J,2008,1,4,2007,12,109,J,3,1,0.571,4109K578714,32
K578714,F,2007,J,2008,1,4,2008,1,137,J,3,2,0.571,4137K578714,74
K578717,F,2007,J,2010,3,4,2008,1,137,J,1,1,-0.027,4137K578717,1
K578718,F,2007,J,2009,2,4,2008,1,137,J,1,1,0.375,4137K578718,5
K578719,M,2007,J,2010,3,4,2008,1,137,J,2,1,0.76,4137K578719,18
K578720,F,2007,J,notbred,1,4,2008,1,137,J,1,1,1.432,4137K578720,65
K578721,M,2007,J,2009,2,4,2008,1,137,J,3,1,0.723,4137K578721,83
K578722,F,2007,J,notbred,1,4,2008,1,137,J,1,1,0.102,4137K578722,1
K578723,M,2007,J,2008,1,4,2008,1,144,J,1,1,0.473,4144K578723,15
K578724,M,2007,J,2012,5,4,2008,1,144,J,1,1,1.608,4144K578724,125
K578725,F,2007,J,2008,1,4,2008,1,144,J,1,1,0.633,4144K578725,34
K578726,F,2007,J,notbred,1,4,2008,1,144,J,1,1,1.095,4144K578726,43
K578729,M,2007,J,notbred,1,4,2008,1,151,J,1,1,0.346,4151K578729,12
K578731,F,2007,J,2008,1,4,2008,1,151,J,1,1,0.241,4151K578731,19
K578732,F,2007,J,2010,3,4,2008,1,151,J,2,1,0.726,4151K578732,65
K578733,F,2007,J,notbred,1,4,2008,1,151,J,1,1,1.117,4151K578733,47
K578734,F,2007,J,2008,1,4,2008,1,153,J,3,1,0.354,4153K578734,27
K578734,F,2007,J,2008,1,4,2008,2,158,J,3,2,0.354,4158K578734,1
K578734,F,2007,J,2008,1,4,2008,3,194,J,3,3,0.354,4194K578734,31
K578735,F,2007,J,notbred,1,4,2008,1,153,J,1,1,1.131,4153K578735,82
K578736,M,2007,J,notbred,1,4,2008,1,153,J,1,1,0.431,4153K578736,47
K578737,F,2007,J,2009,2,4,2008,1,153,J,1,1,1.408,4153K578737,77
K578738,F,2007,J,2010,3,4,2008,2,158,J,2,1,0.924,4158K578738,52
K578741,M,2007,J,notbred,1,4,2008,2,158,J,2,1,0.519,4158K578741,59
K578741,M,2007,J,notbred,1,4,2008,3,193,J,2,2,0.519,4193K578741,12
K578742,F,2007,J,notbred,1,4,2008,2,158,J,1,1,0.659,4158K578742,14
K578743,F,2007,J,2008,1,4,2008,2,158,J,2,1,0.26,4158K578743,39
K578743,F,2007,J,2008,1,4,2008,3,193,J,2,2,0.26,4193K578743,8
K578748,F,2006,A,2010,4,4,2008,2,158,A,2,1,0.504,4158K578748,19
K578750,M,2007,J,notbred,1,4,2008,2,159,J,1,1,0.337,4159K578750,12
K578757,M,2007,J,2008,1,4,2008,2,166,J,2,1,0.9,4166K578757,41
K578757,M,2007,J,2008,1,4,2008,3,195,J,2,2,0.9,4195K578757,75
K578758,F,2007,J,notbred,1,4,2008,2,166,J,1,1,1.05,4166K578758,59
K578761,M,2007,J,2009,2,4,2008,2,168,J,3,1,0.048,4168K578761,5
K578762,M,2007,J,2008,1,4,2008,2,168,J,1,1,0.253,4168K578762,4
K578765,F,2007,J,2008,1,4,2008,2,168,J,2,1,1.057,4168K578765,60
K578776,F,2007,J,notbred,1,4,2008,2,179,J,1,1,0.72,4179K578776,80
K578777,F,2007,J,notbred,1,4,2008,2,179,J,1,1,1.225,4179K578777,42
K578780,M,2007,J,2008,1,4,2008,2,182,J,1,1,1.338,4182K578780,100
K578786,M,2007,J,notbred,1,4,2008,3,186,J,1,1,0.985,4186K578786,71
K578788,F,2006,A,notbred,2,4,2008,3,186,A,1,1,0.372,4186K578788,29
K578789,M,2007,J,notbred,1,4,2008,3,187,J,1,1,0.815,4187K578789,38
K578797,M,2007,J,2008,1,4,2008,3,187,J,1,1,0.429,4187K578797,16
K578961,F,2002,A,2005,4,2,2006,2,175,A,1,1,0.067,2175K578961,4
N199001,M,2003,A,2006,3,2,2005,12,93,A,1,1,0.885,293N199001,61
N199010,F,2003,A,2004,3,2,2006,2,175,A,1,1,1.236,2175N199010,84
N199016,F,2004,A,2006,2,2,2005,10,35,A,1,1,0.958,235N199016,19
N199046,F,2004,A,notbred,2,2,2005,10,37,A,1,1,0.368,237N199046,6
N199048,F,2005,J,2008,3,2,2005,10,37,J,1,1,0.577,237N199048,19
N199049,M,2004,A,notbred,2,2,2005,11,79,A,1,1,0.778,279N199049,22
N199052,M,2004,A,notbred,2,2,2005,11,84,A,1,1,0.915,284N199052,58
N199054,M,2005,J,notbred,1,2,2005,11,84,J,1,1,0.76,284N199054,16
N199055,F,2004,A,notbred,2,2,2005,11,84,A,1,1,1.51,284N199055,116
N199065,M,2005,J,2006,1,2,2005,11,83,J,1,1,0.621,283N199065,10
N199072,F,2005,J,2008,3,2,2006,1,143,J,2,2,0.822,2143N199072,34
N199072,F,2005,J,2008,3,2,2006,1,138,J,2,1,0.822,2138N199072,38
N199073,F,2005,J,notbred,1,2,2006,1,138,J,1,1,0.783,2138N199073,57
N199074,F,2004,A,notbred,2,2,2006,1,138,A,1,1,0.111,2138N199074,6
N199101,M,2002,A,2008,6,1,2005,3,196,A,2,1,1.003,1196N199101,75
N199101,M,2002,A,2008,6,4,2008,3,193,A,2,2,1.003,4193N199101,85
N199104,F,2003,A,2004,5,4,2008,2,167,A,1,1,0.849,4167N199104,33
N199106,F,2003,A,2004,2,1,2005,2,157,A,1,1,0.354,1157N199106,7
N199108,F,2003,A,2004,2,1,2005,2,165,A,1,1,0.399,1165N199108,11
N199109,F,2003,A,2008,5,1,2005,3,196,A,4,1,0.474,1196N199109,62
N199109,F,2003,A,2008,5,2,2005,11,90,A,4,2,0.474,290N199109,49
N199109,F,2003,A,2008,5,4,2008,2,165,A,4,3,0.474,4165N199109,0
N199109,F,2003,A,2008,5,4,2008,3,193,A,4,4,0.474,4193N199109,13
N199110,M,2003,A,2005,2,1,2005,2,177,A,1,1,0.646,1177N199110,29
N199113,M,2003,A,2004,2,1,2005,2,176,A,5,2,0.785,1176N199113,15
N199113,M,2003,A,2004,2,1,2005,2,155,A,5,1,0.785,1155N199113,19
N199113,M,2003,A,2004,2,2,2005,9,21,A,5,3,0.785,221N199113,31
N199113,M,2003,A,2004,2,2,2005,11,90,A,5,4,0.785,290N199113,23
N199113,M,2003,A,2004,2,2,2006,3,182,A,5,5,0.785,2182N199113,33
N199302,M,2005,J,2006,1,2,2006,1,142,J,1,1,1.717,2142N199302,115
N199305,F,2005,J,notbred,1,2,2006,1,142,J,1,1,0.823,2142N199305,42
N199306,M,2005,J,notbred,1,2,2006,1,142,J,1,1,1.21,2142N199306,112
N199309,F,2005,J,notbred,1,2,2006,1,142,J,1,1,1.316,2142N199309,77
N199310,M,2005,J,notbred,1,2,2006,1,142,J,1,1,1.643,2142N199310,95
N199312,F,2005,J,2008,3,2,2006,1,142,J,2,1,0.886,2142N199312,98
N199312,F,2005,J,2008,3,3,2007,3,191,A,2,2,0.886,3191N199312,47
N199317,F,2005,J,notbred,1,2,2006,1,147,J,1,1,0.203,2147N199317,13
N199318,F,2005,J,2006,1,2,2006,1,147,J,1,1,1.211,2147N199318,122
N199319,F,2005,J,2007,2,2,2006,1,147,J,1,1,1.437,2147N199319,140
N199320,F,2005,J,notbred,1,2,2006,1,147,J,2,1,0.857,2147N199320,85
N199320,F,2005,J,notbred,1,2,2006,3,190,J,2,2,0.857,2190N199320,63
N199323,F,2005,J,notbred,1,2,2006,1,149,J,1,1,0.363,2149N199323,43
N199324,F,2005,J,2006,1,2,2006,2,172,J,2,1,0.722,2172N199324,88
N199324,F,2005,J,2006,1,3,2007,2,174,A,2,2,0.722,3174N199324,29
N199325,F,2005,J,2006,1,2,2006,1,149,J,1,1,1.745,2149N199325,126
N199329,F,2005,J,2007,2,2,2006,2,154,J,2,1,1.647,2154N199329,82
N199329,F,2005,J,2007,2,2,2006,3,184,J,2,2,1.647,2184N199329,143
N199331,F,2005,J,2010,5,2,2006,2,154,J,3,1,1.101,2154N199331,109
N199331,F,2005,J,2010,5,4,2008,3,195,A,3,2,1.101,4195N199331,33
N199333,F,2005,J,2007,2,2,2006,2,154,J,1,1,0.26,2154N199333,8
N199335,F,2005,J,notbred,1,2,2006,2,168,J,1,1,0.795,2168N199335,55
N199336,F,2005,J,2006,1,2,2006,2,168,J,1,1,1.413,2168N199336,88
N199337,M,2005,J,2006,1,2,2006,2,168,J,1,1,0.522,2168N199337,51
N199338,F,2004,A,notbred,2,2,2006,2,168,A,1,1,0.603,2168N199338,28
N199346,F,2005,J,notbred,1,2,2006,2,170,J,1,1,1.164,2170N199346,54
N199348,F,2005,J,notbred,1,2,2006,2,170,J,1,1,0.535,2170N199348,69
N199350,M,2005,J,notbred,1,2,2006,2,170,J,1,1,1.164,2170N199350,68
N199355,F,2005,J,notbred,1,2,2006,2,170,J,1,1,0.871,2170N199355,33
N199357,F,2005,J,notbred,1,2,2006,2,170,J,1,1,0.338,2170N199357,10
N199361,M,2005,J,notbred,1,2,2006,2,170,J,1,1,0.193,2170N199361,8
N199363,F,2004,A,2007,3,2,2006,2,172,A,1,1,1.143,2172N199363,76
N199364,F,2005,J,notbred,1,2,2006,2,172,J,1,1,0.115,2172N199364,8
N199365,F,2005,J,notbred,1,2,2006,2,172,J,1,1,1.187,2172N199365,65
N199376,M,2005,J,notbred,1,2,2006,3,184,J,1,1,0.996,2184N199376,46
N199383,F,2005,A,2008,3,4,2008,2,167,A,1,1,0.322,4167N199383,8
N199391,F,2006,J,notbred,1,3,2006,11,64,J,1,1,0.393,364N199391,7
N199392,M,2005,A,2008,3,3,2006,11,64,A,3,1,1.114,364N199392,53
N199392,M,2005,A,2008,3,3,2007,1,145,A,3,2,1.114,3145N199392,71
N199392,M,2005,A,2008,3,4,2008,2,179,A,3,3,1.114,4179N199392,68
N199398,M,2006,J,2010,4,3,2006,11,71,J,2,1,0.305,371N199398,10
N199398,M,2006,J,2010,4,3,2007,2,154,J,2,2,0.305,3154N199398,19
N199402,M,2004,A,2006,2,2,2006,2,181,A,1,1,0.223,2181N199402,6
N199405,F,2005,J,notbred,1,2,2006,2,181,J,1,1,0.797,2181N199405,34
N199406,F,2005,J,2006,1,2,2006,2,181,J,1,1,0.321,2181N199406,9
N199407,M,2004,A,notbred,2,2,2006,3,183,A,1,1,0.087,2183N199407,4
N199409,F,2005,J,notbred,1,2,2006,3,185,J,1,1,0.94,2185N199409,57
N199415,M,2005,J,notbred,1,2,2006,3,185,J,1,1,0.93,2185N199415,77
N199418,F,2004,A,2007,3,2,2006,3,185,A,2,1,1.162,2185N199418,71
N199418,F,2004,A,2007,3,3,2007,3,188,A,2,2,1.162,3188N199418,108
N199419,M,2005,J,notbred,1,2,2006,3,185,J,2,1,1.442,2185N199419,102
N199420,F,2005,J,notbred,1,2,2006,3,185,J,1,1,0.964,2185N199420,58
N199421,F,2005,J,2006,1,2,2006,3,185,J,1,1,0.41,2185N199421,33
N199422,M,2005,J,2006,1,2,2006,3,185,J,1,1,1.237,2185N199422,95
N199428,F,2005,J,notbred,1,2,2006,3,188,J,1,1,0.639,2188N199428,48
N199430,F,2005,J,2009,4,2,2006,3,188,J,1,1,1.044,2188N199430,55
N199433,F,2005,J,2009,4,2,2006,3,188,J,1,1,1.098,2188N199433,80
N199439,M,2005,J,2006,1,2,2006,3,195,J,1,1,0.39,2195N199439,18
N199441,F,2005,J,2008,3,2,2006,3,191,J,1,1,0.046,2191N199441,4
N199442,M,2005,J,notbred,1,2,2006,3,191,J,1,1,0.998,2191N199442,39
N199443,F,2005,J,2007,2,2,2006,3,191,J,1,1,0.194,2191N199443,12
N199444,M,2005,J,2006,1,2,2006,3,191,J,1,1,0.162,2191N199444,15
N199445,F,2004,A,2007,3,2,2006,3,191,A,1,1,1.2,2191N199445,98
N199446,M,2004,A,notbred,2,2,2006,3,191,A,1,1,1.207,2191N199446,68
N199447,F,2005,J,2006,1,2,2006,3,190,J,2,1,1.482,2190N199447,82
N199447,F,2005,J,2006,1,3,2007,1,152,A,2,2,1.482,3152N199447,83
N199453,F,2005,J,2006,1,2,2006,3,195,J,1,1,0.627,2195N199453,45
N199455,M,2005,J,2007,2,2,2006,3,195,J,1,1,1.204,2195N199455,117
N199459,F,2005,J,notbred,1,2,2006,3,195,J,1,1,0.136,2195N199459,7
N199463,F,2005,A,2008,3,3,2007,3,188,A,1,1,0.837,3188N199463,24
N199471,F,2005,A,2007,2,3,2007,2,155,A,1,1,1.048,3155N199471,53
N199474,F,2004,A,2008,4,3,2007,1,142,A,1,1,1.233,3142N199474,119
N199478,F,2006,J,notbred,1,3,2006,11,80,J,1,1,0.553,380N199478,40
N199484,M,2006,J,2007,1,3,2006,11,80,J,1,1,0.256,380N199484,4
N199485,F,2006,J,2008,2,3,2006,11,85,J,1,1,0.91,385N199485,66
N199492,F,2005,A,2007,2,3,2006,11,85,A,1,1,0.49,385N199492,42
N199500,M,2006,J,notbred,1,3,2006,11,90,J,1,1,0.925,390N199500,37
N199642,F,2006,A,2007,2,4,2007,12,96,A,1,1,1.422,496N199642,132
N199648,M,2006,A,2009,3,4,2008,2,177,A,1,1,0.177,4177N199648,8
N199681,F,2007,J,2010,3,4,2008,1,146,J,1,1,0.2,4146N199681,7
N199695,F,2007,J,notbred,1,4,2008,2,177,J,1,1,0.974,4177N199695,56
N199698,F,2007,J,2008,1,4,2008,1,144,J,1,1,1.14,4144N199698,40
N199940,M,2007,J,2008,1,4,2008,1,146,J,1,1,0.808,4146N199940,35
N199941,M,2007,J,2008,1,4,2008,1,146,J,1,1,0.415,4146N199941,20
N199978,M,2007,J,2009,2,4,2008,3,188,J,2,1,1.257,4188N199978,112
N200128,F,2003,A,2005,2,1,2005,2,171,A,1,1,1.259,1171N200128,60
N200810,F,2002,A,2006,4,2,2006,1,153,A,1,1,0.426,2153N200810,11
N200811,F,2002,A,2007,5,2,2006,1,150,A,1,1,0.236,2150N200811,15
N200903,M,2004,A,2010,6,3,2007,3,185,A,1,1,1.146,3185N200903,105
N200907,M,2004,A,2007,3,2,2005,12,99,A,1,1,1.02,299N200907,72
N200918,M,2005,J,notbred,1,2,2005,12,99,J,1,1,0.883,299N200918,49
N200942,M,2005,J,2007,2,2,2005,12,106,J,3,2,0.886,2106N200942,96
N200942,M,2005,J,2007,2,2,2005,12,99,J,3,1,0.886,299N200942,9
N200942,M,2005,J,2007,2,2,2006,2,169,J,3,3,0.886,2169N200942,145
N200945,M,2004,A,notbred,2,2,2006,2,171,A,1,1,0.993,2171N200945,37
N200952,F,2005,J,notbred,1,2,2006,1,138,J,1,1,0.788,2138N200952,20
N200968,M,2005,J,2006,1,2,2006,1,141,J,1,1,0.741,2141N200968,57
N200970,M,2005,J,notbred,1,2,2006,1,141,J,1,1,1.377,2141N200970,76
N200980,F,2005,J,notbred,1,2,2006,2,169,J,1,1,1.039,2169N200980,55
N200981,M,2005,J,notbred,1,2,2006,2,169,J,1,1,0.749,2169N200981,36
P439004,F,2002,A,2007,5,2,2006,1,153,A,1,1,0.439,2153P439004,9
P439051,F,2002,A,2007,5,1,2005,2,170,A,1,1,0.529,1170P439051,47
P439141,F,2003,A,2005,3,2,2005,9,30,A,1,1,0.491,230P439141,12
P439143,M,2003,A,2006,3,2,2005,11,79,A,1,1,0.993,279P439143,60
P439186,F,2003,A,2007,4,2,2005,12,105,A,1,1,1.003,2105P439186,29
P439298,F,2004,J,notbred,1,1,2005,3,192,J,1,1,0.08,1192P439298,4
P439583,M,2006,J,2007,1,3,2006,11,83,J,1,1,0.477,383P439583,3
P439598,F,2006,J,2010,4,3,2006,12,109,J,1,1,0.247,3109P439598,5
P812087,M,2003,A,2006,3,2,2005,12,97,A,1,1,1.358,297P812087,91
P812089,F,2004,A,2005,2,2,2006,1,137,A,1,1,1.14,2137P812089,64
P812096,M,2004,A,2006,2,2,2006,1,142,A,1,1,0.98,2142P812096,78
P812100,M,2004,A,notbred,2,2,2006,2,176,A,2,1,0.484,2176P812100,68
P812100,M,2004,A,notbred,2,2,2006,3,190,A,2,2,0.484,2190P812100,32
R040039,M,2002,A,2005,4,2,2006,2,156,A,1,1,0.4,2156R040039,21
R040187,F,2002,A,2005,4,2,2006,1,142,A,1,1,1.761,2142R040187,140
R638484,F,2006,J,notbred,1,3,2007,2,154,J,1,1,1.187,3154R638484,115
R639001,M,2001,A,2005,4,1,2005,2,175,A,1,1,0.296,1175R639001,21
R639004,F,2002,A,2006,4,1,2005,3,196,A,1,1,1.101,1196R639004,50
R639013,F,2002,A,2004,3,1,2005,2,176,A,1,1,1.307,1176R639013,65
R639015,F,2002,A,2005,4,2,2005,11,83,A,1,1,0.798,283R639015,15
R639129,F,2006,A,2009,3,4,2008,2,177,A,1,1,0.636,4177R639129,68
R639132,M,2006,A,2009,3,4,2008,2,177,A,1,1,0.987,4177R639132,54
R639196,M,2006,J,notbred,1,3,2007,2,177,J,1,1,0.029,3177R639196,2
R639201,F,2005,A,2007,2,3,2007,2,175,A,1,1,-0.085,3175R639201,1
R639215,F,2006,J,2008,2,3,2007,1,142,J,1,1,1.219,3142R639215,103
R639217,F,2006,J,2010,4,3,2007,1,142,J,1,1,0.535,3142R639217,9
R639224,F,2006,J,notbred,1,3,2007,1,142,J,1,1,0.418,3142R639224,9
R639233,F,2006,J,2007,1,3,2007,1,152,J,1,1,1.191,3152R639233,87
R639235,F,2006,J,notbred,1,3,2007,1,152,J,1,1,0.77,3152R639235,51
R639253,F,2006,J,2007,1,3,2007,2,169,J,1,1,0.998,3169R639253,30
R639254,M,2006,J,notbred,1,3,2007,2,169,J,1,1,1.344,3169R639254,172
R639263,M,2006,J,2008,2,3,2007,2,170,J,1,1,0.617,3170R639263,24
R639265,F,2006,J,notbred,1,3,2007,2,170,J,1,1,0.893,3170R639265,38
R639266,M,2006,J,notbred,1,3,2007,2,170,J,1,1,0.205,3170R639266,29
R639267,F,2006,J,2010,4,3,2007,2,170,J,1,1,0.931,3170R639267,63
R639268,M,2006,J,notbred,1,3,2007,2,170,J,1,1,1.375,3170R639268,107
R639275,F,2006,J,2008,2,3,2007,2,174,J,2,1,1.099,3174R639275,99
R639280,F,2006,J,2007,1,3,2007,2,174,J,1,1,0.733,3174R639280,67
R639297,F,2006,J,notbred,1,3,2007,2,181,J,1,1,0.553,3181R639297,25
