Year,Nestbox.ID,x,y,Clutch.Number,Plot.ID,Species,April.lay.date,Clutch.size,Number.fledglings,Father,Mother,Average.fledgling.mass,Brood.ID
2007,EX36,445626.33,208771.71,1,ex,g,19,8,7,TK25806,J644993,19.41,20071ex36
2007,EX38A,445669.33,208666.71,1,ex,g,17,8,6,J644871,TK27605,17.33,20071ex38a
2007,EX41B,445738.33,208427.71,1,ex,g,19,8,8,J644886,TB26874,19.01,20071ex41b
2007,EX42,445837.33,208589.71,1,ex,g,19,8,8,T177566,T176927,19.45,20071ex42
2007,EX43A,445873.33,208521.71,1,ex,g,17,8,8,TC59923,N199087,19.38,20071ex43a
2007,EX47,446112.33,208725.71,1,ex,g,15,8,6,NA,TE79801,18.58,20071ex47
2007,EX49B,446227.33,208612.71,1,ex,g,19,8,8,TB26672,N199492,19.23,20071ex49b
2007,EX51,446397.33,208674.71,1,ex,g,15,8,7,T177644,TB26839,19.33,20071ex51
2007,EX59,446392.33,208565.71,1,ex,g,23,8,8,J644805,TK27405,18.06,20071ex59
2007,EX62D,446300.77,208230.55,1,ex,g,20,8,8,TC59195,TE79390,18.83,20071ex62d
2007,EX64,446184.33,208449.71,1,ex,g,18,8,8,TC58041,N199644,19.68,20071ex64
2007,EX74,445909.33,208141.71,1,ex,g,18,8,8,TK25815,TC59941,20.18,20071ex74
2007,EX80,445795.33,208313.71,1,ex,g,18,8,8,N200942,TC59652,19.95,20071ex80
2007,EX86,446001.33,207834.71,1,ex,g,15,8,0,NA,N200939,NA,20071ex86
2007,EX92,445731.33,207934.71,1,ex,g,16,8,8,VF63930,VF63856,18.5,20071ex92
2007,MP10,448096.72,207785.76,1,mp,g,14,8,5,R639310,R639412,15.05,20071mp10
2007,MP18,448221.72,207630.76,1,mp,g,19,8,7,T640209,N199329,19.09,20071mp18
2007,MP26,448399.72,207392.76,1,mp,g,15,8,7,TK25658,TK25760,19.61,20071mp26
2007,MP33,448440.72,207343.76,1,mp,g,20,8,0,NA,NA,NA,20071mp33
2007,MP35,448422.72,207277.76,1,mp,g,18,8,8,TA16239,N199383,17.94,20071mp35
2007,MP43,448406.72,207231.76,1,mp,g,22,8,4,NA,TK27162,15.08,20071mp43
2007,MP44,448390.72,207219.76,1,mp,g,24,8,6,N199392,R639315,15.31,20071mp44
2007,MP46,448477.72,207167.76,1,mp,g,18,8,8,TE79613,TK25624,18.33,20071mp46
2007,MP52,448469.72,207074.76,1,mp,g,13,8,8,TK25782,R639311,19.06,20071mp52
2007,MP56,448559.72,207079.76,1,mp,g,19,8,8,R639500,R639441,19.51,20071mp56
2007,MP59,448553.24,207029.14,1,mp,g,14,8,7,R639309,TK25848,19.16,20071mp59
2007,MP75,448359.72,206990.76,1,mp,g,15,8,8,T640276,TB26077,18.31,20071mp75
2007,MP79,448367.72,207167.76,1,mp,g,11,8,4,TE79037,T550036,17.6,20071mp79
2007,MP93,448018.72,207967.76,1,mp,g,11,8,7,TK25709,TK27122,19.6,20071mp93
2007,MP95,447941.72,207986.76,1,mp,g,11,8,8,A225439,P439282,19.5,20071mp95
2007,MP96,447925.72,207923.76,1,mp,g,39,8,8,TB26074,R639484,17.14,20071mp96
2007,MP97,447796.72,207184.76,1,mp,g,13,8,8,NA,TK25676,18.18,20071mp97
2007,O112,445957.33,207531.71,1,o,g,21,8,8,TE79278,R639136,18.25,20071o112
2007,O4,445228.72,208069.76,1,o,g,17,8,7,F952447,TC59939,17.9,20071o4
2007,O42,445423.72,207885.76,1,o,g,18,8,7,TK27817,TC59916,19.69,20071o42
2007,O6,445173.72,208103.76,1,o,g,16,8,8,TE80015,TC58323,18.21,20071o6
2007,O65,445533.33,207430.71,1,o,g,13,8,6,T640355,TB26663,18.7,20071o65
2007,O67,445493.33,207493.71,1,o,g,15,8,0,NA,T640308,19,20071o67
2007,O71,445601.33,207494.71,1,o,g,15,8,7,T640345,TA16681,19.24,20071o71
2007,O82,445805.33,207580.71,1,o,g,17,8,8,TB26583,TC59320,19.31,20071o82
2007,P10,447352.33,207568.71,1,p,g,16,8,0,NA,TK26041,NA,20071p10
2007,P12,447234.33,207532.71,1,p,g,17,8,7,TA16399,TE80294,19.17,20071p12
2007,P19,446914.33,207609.71,1,p,g,24,8,2,TC59875,N199464,15.92,20071p19
2007,P4,447188.33,207599.71,1,p,g,15,8,6,TE80290,N199474,19.02,20071p4
2007,SW105,446199.33,207046.71,1,sw,g,14,8,7,R639128,T176935,19.43,20071sw105
2007,SW131,446202.33,207594.71,1,sw,g,17,8,6,T550181,TC59312,19.28,20071sw131
2007,SW133,446261.33,207581.71,1,sw,g,17,8,7,T640371,TK26156,18.57,20071sw133
2007,SW26,446443.33,207550.71,1,sw,g,20,8,0,TK26120,T176933,NA,20071sw26
2007,SW29,446468.33,207455.71,1,sw,g,24,8,0,NA,NA,NA,20071sw29
2007,SW31,446510.33,207427.71,1,sw,g,19,8,7,TC59637,N199430,18.41,20071sw31
2007,SW4,446274.33,207845.71,1,sw,g,17,8,8,T640364,T177635,17,20071sw4
2007,SW55,446791.33,207400.71,1,sw,g,17,8,8,TB26783,N199440,19.75,20071sw55
2007,SW76,447158.33,207352.75,1,sw,g,26,8,0,NA,T640352,NA,20071sw76
2007,SW89,447452.33,207361.71,1,sw,g,14,8,0,NA,TC58812,NA,20071sw89
2007,SW90,447512.33,207309.71,1,sw,g,14,8,8,TE79023,TB26845,18.53,20071sw90
2007,W1,446222.33,209088.71,1,w,g,19,8,0,NA,NA,NA,20071w1
2007,W101,445335.33,209003.71,1,w,g,21,8,6,TE80640,T640599,18.82,20071w101
2007,W103,445304.33,209032.71,1,w,g,24,8,0,TC59399,TC59802,NA,20071w103
2007,W13,446119.33,209148.71,1,w,g,17,8,0,TE80603,TA15531,19.19,20071w13
2007,W23,446199.33,209475.71,1,w,g,17,8,4,J644828,T176789,18.7,20071w23
2007,W3,446234.33,209164.71,1,w,g,20,8,0,TC58481,TC59481,19.83,20071w3
2007,W42,445967.33,209346.71,1,w,g,15,8,7,T642474,J644997,19.49,20071w42
2007,W47,446079.33,209309.71,1,w,g,16,8,6,NA,T642495,14.5,20071w47
2007,W52,445820.33,209385.71,1,w,g,11,8,5,K199508,TC59394,18.46,20071w52
2007,W67,445819.33,209351.71,1,w,g,16,8,0,NA,TC58497,NA,20071w67
2007,W69,445872.33,209243.71,1,w,g,20,8,7,V260951,TC59893,20.1,20071w69
2007,W79,445684.33,209242.71,1,w,g,15,8,6,T177529,R639107,18.67,20071w79
2007,W87,445546.33,209292.71,1,w,g,32,8,0,NA,NA,NA,20071w87
2007,W89,445514.33,209277.71,1,w,g,18,8,8,TC58047,TE80677,18,20071w89
2007,W9,446181.33,209099.75,1,w,g,25,8,0,NA,NA,NA,20071w9
2007,W97,445487.33,209092.71,1,w,g,17,8,8,TB26804,TC59761,18.86,20071w97
2007,W99A,445385.33,209013.71,1,w,g,22,8,6,TB26883,J644905,19.12,20071w99a
2007,B108,447807.72,207495.76,1,b,g,21,9,0,K578069,R639470,NA,20071b108
2007,B11,447748.72,207573.76,1,b,g,18,9,3,T640069,T640067,18.6,20071b11
2007,B195,447788.72,207914.76,1,b,g,20,9,6,TE79186,R639455,19.4,20071b195
2007,B20,447946.72,207757.76,1,b,g,20,9,7,TK27697,K578096,16.34,20071b20
2007,B205,447877.72,207724.76,1,b,g,15,9,9,VF63499,T640011,19.22,20071b205
2007,B227,447763.72,208100.76,1,b,g,NA,9,8,T640066,T640065,19.19,20071b227
2007,B39,447589.54,207473.85,1,b,g,20,9,2,NA,TK25601,16.85,20071b39
2007,B44,447530.23,207487.25,1,b,g,17,9,0,NA,NA,NA,20071b44
2007,B56,447510.72,207575.76,1,b,g,17,9,0,NA,VR98249,NA,20071b56
2007,B98,447876.72,207609.76,1,b,g,20,9,8,K578095,K578092,17.63,20071b98
2007,C110,446166.33,206677.71,1,c,g,17,9,0,NA,NA,NA,20071c110
2007,C117,446435.72,206593.76,1,c,g,15,9,9,VN57422,N199445,18.86,20071c117
2007,C135,446398.33,207008.71,1,c,g,14,9,8,TB27160,TK25571,19.18,20071c135
2007,C155,446576.33,206877.71,1,c,g,12,9,5,TA15227,F952464,18.56,20071c155
2007,C30,446387.72,206686.76,1,c,g,11,9,9,VR98143,F952452,20.47,20071c30
2007,C49,446609.33,206852.71,1,c,g,15,9,8,NA,VT33932,17.69,20071c49
2007,C5,446290.72,206782.76,1,c,g,18,9,5,F952482,T177768,20,20071c5
2007,C51,446497.72,206774.76,1,c,g,18,9,9,TA15087,F952459,19.51,20071c51
2007,C52,446553.72,206780.76,1,c,g,19,9,0,NA,NA,NA,20071c52
2007,CP1,446350.33,209195.71,1,cp,g,21,9,9,TK26542,TC59363,18.52,20071cp1
2007,CP10,446461.33,209131.71,1,cp,g,21,9,6,NA,R639253,16.12,20071cp10
2007,CP13,446310.33,209078.71,1,cp,g,17,9,8,TC59922,TK26608,18.41,20071cp13
2007,CP16,446392.33,209053.71,1,cp,g,12,9,9,TC59028,TC59019,19.02,20071cp16
2007,CP21,446357.33,208965.71,1,cp,g,14,9,9,TK26172,TA15346,18.61,20071cp21
2007,CP33,446525.33,208860.71,1,cp,g,17,9,9,TK26348,TK27403,20.13,20071cp33
2007,EX11,445444.33,208706.71,1,ex,g,21,9,8,K578935,TC59612,18.03,20071ex11
2007,EX13,445382.33,208817.71,1,ex,g,14,9,9,R639288,TK26620,20.11,20071ex13
2007,EX17,445694.33,208976.71,1,ex,g,19,9,9,TC58178,R639189,19.53,20071ex17
2007,EX18,445710.33,209023.71,1,ex,g,16,9,8,T642473,J644996,18.22,20071ex18
2007,EX19,445807.33,209073.71,1,ex,g,17,9,9,TB26893,V260986,19.46,20071ex19
2007,EX20,445893.33,209060.71,1,ex,g,11,9,7,N200903,TE80266,19.09,20071ex20
2007,EX25,446123.33,208965.71,1,ex,g,17,9,0,TE80538,NA,NA,20071ex25
2007,EX29,446108.33,208834.71,1,ex,g,20,9,8,TK26158,TC59607,19.25,20071ex29
2007,EX3,445602.33,208356.71,1,ex,g,20,9,0,NA,NA,NA,20071ex3
2007,EX31A,445950.33,208948.71,1,ex,g,15,9,8,TA16655,J644999,18.44,20071ex31a
2007,EX32,445844.33,208866.71,1,ex,g,17,9,9,NA,E985071,18.31,20071ex32
2007,EX39C,445793.33,208670.71,1,ex,g,20,9,6,NA,TA16861,15.39,20071ex39c
2007,EX41D,445851.33,208441.71,1,ex,g,16,9,8,TB27055,J644859,20.31,20071ex41d
2007,EX43D,446085.33,208625.71,1,ex,g,18,9,8,TK27821,N199643,18.99,20071ex43d
2007,EX44,445891.33,208698.71,1,ex,g,18,9,9,J644866,TK26224,17.99,20071ex44
2007,EX50,446308.33,208686.71,1,ex,g,19,9,0,NA,NA,NA,20071ex50
2007,EX51C,446379.33,208890.71,1,ex,g,17,9,9,J644808,TB26890,19.82,20071ex51c
2007,EX53,446535.33,208706.71,1,ex,g,11,9,0,NA,NA,NA,20071ex53
2007,EX54,446607.33,208709.71,1,ex,g,18,9,7,NA,E985075,19.2,20071ex54
2007,EX60,446331.33,208517.71,1,ex,g,17,9,8,N199645,VF63841,19.18,20071ex60
2007,EX62B,446330.33,208317.71,1,ex,g,15,9,9,VF63479,N199433,19.7,20071ex62b
2007,EX73,445964.33,208152.71,1,ex,g,21,9,9,TK25817,TB27061,19.01,20071ex73
2007,EX77,445991.33,207977.71,1,ex,g,23,9,0,NA,NA,NA,20071ex77
2007,EX78,446079.33,207964.71,1,ex,g,20,9,9,TK26609,TK26049,18.94,20071ex78
2007,EX81A,445778.33,208354.71,1,ex,g,21,9,9,TK27676,TE80064,18.04,20071ex81a
2007,EX90,445791.33,207896.71,1,ex,g,18,9,1,TK26133,T177741,18.9,20071ex90
2007,MP14,448152.72,207733.76,1,mp,g,20,9,7,R639313,R639314,16.55,20071mp14
2007,MP15,448158.72,207690.76,1,mp,g,17,9,9,TB27018,N199312,17.08,20071mp15
2007,MP2,447995.72,207860.76,1,mp,g,17,9,0,NA,TK25612,NA,20071mp2
2007,MP21,448294.72,207540.76,1,mp,g,14,9,7,TA16099,VH99600,18.69,20071mp21
2007,MP30,448363.72,207370.76,1,mp,g,16,9,5,NA,TK25603,17.15,20071mp30
2007,MP34,448488.72,207295.76,1,mp,g,15,9,0,NA,NA,NA,20071mp34
2007,MP57,448512.72,207064.76,1,mp,g,12,9,8,T550196,TE79039,18.71,20071mp57
2007,MP60,448601.72,207042.76,1,mp,g,18,9,0,NA,NA,NA,20071mp60
2007,MP7,448037.72,207767.76,1,mp,g,22,9,6,TE79105,TK25707,16.79,20071mp7
2007,MP71,448536.72,206873.76,1,mp,g,15,9,0,NA,NA,NA,20071mp71
2007,MP80,448343.72,207270.76,1,mp,g,11,9,9,T550195,TB26121,19.52,20071mp80
2007,MP83,448302.72,207433.76,1,mp,g,20,9,8,R639404,TK27125,17.75,20071mp83
2007,MP89,448096.72,207648.76,1,mp,g,19,9,9,TB26009,P439186,17.42,20071mp89
2007,O100,445734.33,207874.71,1,o,g,22,9,8,TE79781,N199707,17.5,20071o100
2007,O114,445873.33,207775.71,1,o,g,20,9,8,NA,NA,20.19,20071o114
2007,O19,445340.72,208043.76,1,o,g,17,9,6,T640359,T640358,19.22,20071o19
2007,O29,445236.72,208018.76,1,o,g,23,9,8,TA16833,T177623,18.19,20071o29
2007,O34,445302.72,207803.76,1,o,g,26,9,3,T177708,T177703,14.5,20071o34
2007,O38B,445283.72,207629.76,1,o,g,15,9,0,R040085,P439156,NA,20071o38b
2007,O40,445462.72,207850.76,1,o,g,18,9,8,T177633,T177744,18.81,20071o40
2007,O50,445431.72,207610.76,1,o,g,16,9,8,TC59370,NA,18.45,20071o50
2007,O57,445453.72,208114.76,1,o,g,19,9,8,T640368,TC59357,18.13,20071o57
2007,O59,445394.72,207517.76,1,o,g,15,9,8,NA,T640356,15.75,20071o59
2007,O61,445357.72,207427.76,1,o,g,16,9,8,T640361,TK27438,17.93,20071o61
2007,O63,445432.72,207470.76,1,o,g,19,9,8,T640360,R639273,18.14,20071o63
2007,O69,445539.33,207561.75,1,o,g,16,9,9,TK27588,TC58205,18.44,20071o69
2007,O70,445581.33,207542.71,1,o,g,18,9,9,VR98214,TK27537,18.5,20071o70
2007,O75,445771.33,207166.71,1,o,g,12,9,8,R639127,T177683,20.25,20071o75
2007,O79,445788.33,207390.71,1,o,g,14,9,8,TK207532,T176855,18.5,20071o79
2007,O81,445780.33,207502.71,1,o,g,18,9,9,TK27500,T177665,18.22,20071o81
2007,O83,445788.33,207625.71,1,o,g,15,9,8,TK27429,VF63835,19.38,20071o83
2007,O84,445745.33,207577.71,1,o,g,18,9,9,TC59799,R639300,18.56,20071o84
2007,O85,445640.33,207606.71,1,o,g,20,9,7,TK27738,N199472,19.5,20071o85
2007,O86,445584.33,207655.71,1,o,g,19,9,9,T177739,TC58275,19.72,20071o86
2007,O87,445494.33,207677.71,1,o,g,18,9,8,TC58344,N199706,18.78,20071o87
2007,O94,445958.33,207605.71,1,o,g,21,9,9,R639133,N199471,19.06,20071o94
2007,P16,447070.33,207626.71,1,p,g,17,9,9,VR98227,R639233,19.12,20071p16
2007,P21,446767.33,207549.71,1,p,g,17,9,0,YH99579,R639106,NA,20071p21
2007,P8,447288.33,207788.71,1,p,g,19,9,8,TK27056,TC59307,16.94,20071p8
2007,SW107,446138.33,207049.71,1,sw,g,19,9,9,F952473,TK26531,17.94,20071sw107
2007,SW110,446074.33,207165.71,1,sw,g,15,9,9,TC58310,TB27303,17.67,20071sw110
2007,SW128,446154.33,207555.71,1,sw,g,33,9,8,TK27488,N199708,18.88,20071sw128
2007,SW35,446381.33,207366.71,1,sw,g,15,9,6,H301159,TK27170,17.82,20071sw35
2007,SW36,446424.33,207401.71,1,sw,g,21,9,9,TK25667,T640374,18.18,20071sw36
2007,SW44,446666.33,207531.71,1,sw,g,17,9,9,T640365,TK27434,17.41,20071sw44
2007,SW56,446817.33,207436.71,1,sw,g,17,9,4,NA,N199703,12.44,20071sw56
2007,SW64,447007.33,207379.71,1,sw,g,NA,9,0,NA,NA,NA,20071sw64
2007,SW67,446997.33,207305.71,1,sw,g,16,9,3,VF63420,N200674,17.8,20071sw67
2007,SW71,447051.33,207418.71,1,sw,g,17,9,0,TK27024,TK27152,NA,20071sw71
2007,SW74,447143.33,207298.71,1,sw,g,19,9,7,T640366,T640101,18.1,20071sw74
2007,SW78,447192.33,207353.71,1,sw,g,15,9,5,TK27017,TK26079,17.48,20071sw78
2007,SW81,447280.33,207372.71,1,sw,g,20,9,0,NA,NA,NA,20071sw81
2007,W102,445323.33,209040.71,1,w,g,20,9,0,NA,NA,NA,20071w102
2007,W15,446267.33,209330.71,1,w,g,16,9,6,NA,TK26302,15.97,20071w15
2007,W17,446242.33,209395.71,1,w,g,16,9,7,E985048,P439004,20.1,20071w17
2007,W18,446247.33,209436.71,1,w,g,19,9,9,TC58837,V260994,19.4,20071w18
2007,W20,446229.33,209534.71,1,w,g,19,9,8,E985098,E985073,18.99,20071w20
2007,W21,446206.33,209539.71,1,w,g,18,9,7,V260950,TK26210,18.57,20071w21
2007,W29,446124.33,209221.71,1,w,g,17,9,9,TK27704,P439584,19.87,20071w29
2007,W35,446067.33,209408.71,1,w,g,16,9,0,NA,NA,NA,20071w35
2007,W36,446064.33,209374.71,1,w,g,16,9,0,NA,NA,NA,20071w36
2007,W38,446005.33,209356.71,1,w,g,21,9,9,TA16663,V260961,20.17,20071w38
2007,W4B,446257.33,209228.71,1,w,g,16,9,0,E985043,TC58284,19.13,20071w4b
2007,W54,446073.33,209473.71,1,w,g,14,9,8,TC59093,TK27410,19.3,20071w54
2007,W56,445993.33,209438.71,1,w,g,18,9,0,TK26519,T176922,18.32,20071w56
2007,W61,445821.33,209425.71,1,w,g,18,9,8,TE80680,TE80635,18.05,20071w61
2007,W64,445682.33,209306.71,1,w,g,21,9,7,TC58827,TK25880,17.69,20071w64
2007,W7,446155.33,209193.71,1,w,g,16,9,0,TK25863,TE80534,18.42,20071w7
2007,W73,445791.33,209253.71,1,w,g,15,9,6,N200906,N199518,14.48,20071w73
2007,W75A,445751.33,209202.71,1,w,g,20,9,8,TE80267,J644813,18.79,20071w75a
2007,W92,445495.33,209195.71,1,w,g,15,9,9,T642476,TE80501,20.13,20071w92
2007,W93,445509.33,209146.71,1,w,g,13,9,8,J645000,TK26521,20.63,20071w93
2007,B127,447741.72,207722.76,1,b,g,15,10,0,NA,TK25701,NA,20071b127
2007,B196,447723.72,207846.76,1,b,g,19,10,9,P439268,TC58018,18.07,20071b196
2007,B24,447850.72,207818.76,1,b,g,15,10,7,TE80069,K578605,15.98,20071b24
2007,B7,447795.72,207458.76,1,b,g,18,10,0,NA,NA,NA,20071b7
2007,B72,447604.72,207421.76,1,b,g,19,10,6,TB26071,TC59631,16.88,20071b72
2007,B77,447600.72,207733.76,1,b,g,18,10,6,R639306,R639466,17.17,20071b77
2007,B90,447801.72,208023.76,1,b,g,16,10,0,NA,TK27045,NA,20071b90
2007,B91,447964.72,207749.76,1,b,g,19,10,0,TK27058,TC59808,14.48,20071b91
2007,B93,447942.72,207699.76,1,b,g,17,10,8,N199398,TK27148,19,20071b93
2007,C136,446430.72,206941.76,1,c,g,12,10,9,TA15386,N199441,20.24,20071c136
2007,C141,446453.72,207041.76,1,c,g,13,10,10,T177612,TE79871,19.23,20071c141
2007,C16,446388.72,206621.76,1,c,g,15,10,0,NA,NA,NA,20071c16
2007,C25,446429.98,206878.41,1,c,g,13,10,8,TK27143,N199443,19.13,20071c25
2007,C46,446606.33,206916.71,1,c,g,17,10,10,TA15313,F952475,19.02,20071c46
2007,C8,446240.33,206637.71,1,c,g,11,10,7,VR98260,F952461,18.4,20071c8
2007,C9A,446141.33,206711.71,1,c,g,16,10,8,VR98288,P439061,16.69,20071c9a
2007,CP11,446392.33,209100.71,1,cp,g,17,10,0,NA,NA,NA,20071cp11
2007,CP14A,446274.9,209060.81,1,cp,g,15,10,9,TK25834,TE80531,18.97,20071cp14a
2007,CP20,446475.33,208953.71,1,cp,g,14,10,0,NA,NA,NA,20071cp20
2007,CP28,446614.33,209067.71,1,cp,g,21,10,10,NA,N199652,16.1,20071cp28
2007,CP34,446663.33,208847.71,1,cp,g,16,10,8,R639247,R639245,19.44,20071cp34
2007,CP42A,447064.71,208490.18,1,cp,g,14,10,8,TE80535,N199642,17.19,20071cp42a
2007,CP43,446948.72,208462.76,1,cp,g,14,10,9,TC59198,N199637,19.94,20071cp43
2007,EX15,445523.33,208906.71,1,ex,g,17,10,10,TC59633,TC58246,17.82,20071ex15
2007,EX2,445636.33,208384.71,1,ex,g,21,10,9,TC59751,VF63927,18.06,20071ex2
2007,EX22,446025.33,209133.71,1,ex,g,18,10,9,N199505,NA,15.82,20071ex22
2007,EX28,446168.33,208842.71,1,ex,g,20,10,6,TE80533,TK26267,17.88,20071ex28
2007,EX29A,446020.33,208789.71,1,ex,g,19,10,8,VR98264,T640585,18.63,20071ex29a
2007,EX33,445775.33,208855.71,1,ex,g,18,10,0,TC59648,J644840,NA,20071ex33
2007,EX34A,445694.33,208899.71,1,ex,g,19,10,10,TK26067,K639119,18.17,20071ex34a
2007,EX35,445687.33,208804.71,1,ex,g,15,10,8,T177579,N200806,19.48,20071ex35
2007,EX39A,445861.33,208761.71,1,ex,g,17,10,10,E985050,TE80110,16.85,20071ex39a
2007,EX43,445912.33,208625.71,1,ex,g,19,10,6,NA,J644902,14.38,20071ex43
2007,EX43C,445982.36,208540.65,1,ex,g,15,10,10,TK26065,TC58781,18.8,20071ex43c
2007,EX48,446170.25,208679.27,1,ex,g,16,10,9,TK26300,TK26234,19.7,20071ex48
2007,EX48A,446179.33,208737.71,1,ex,g,17,10,10,TC58826,TK26078,19.35,20071ex48a
2007,EX49,446245.33,208674.71,1,ex,g,17,10,9,T640586,TK27406,19.2,20071ex49
2007,EX49A,446155.33,208632.71,1,ex,g,12,10,10,N199635,TC58755,19.15,20071ex49a
2007,EX51A,446381.33,208780.71,1,ex,g,17,10,10,TE80622,TC58206,17.79,20071ex51a
2007,EX52,446477.33,208704.71,1,ex,g,12,10,9,VF63055,N199634,19.66,20071ex52
2007,EX56,446552.33,208643.71,1,ex,g,11,10,10,TB26213,VN57382,17.9,20071ex56
2007,EX5A,445452.33,208363.71,1,ex,g,18,10,0,TK27481,K578927,NA,20071ex5a
2007,EX61,446309.33,208474.71,1,ex,g,17,10,8,NA,TB26362,16.74,20071ex61
2007,EX62E,446325.53,208122.65,1,ex,g,14,10,10,TB26392,TE80125,18.96,20071ex62e
2007,EX62H,446454.65,207990.58,1,ex,g,23,10,0,TC59784,TC59725,NA,20071ex62h
2007,EX69,445899.33,208257.71,1,ex,g,16,10,0,NA,NA,NA,20071ex69
2007,EX75A,445885.33,208058.71,1,ex,g,21,10,0,VT33379,E985086,NA,20071ex75a
2007,EX79,445837.33,208289.71,1,ex,g,16,10,10,VT33693,J644864,17.15,20071ex79
2007,EX8,445557.33,208562.71,1,ex,g,18,10,10,J644860,TE80637,19.04,20071ex8
2007,EX9,445503.33,208584.71,1,ex,g,18,10,9,N200907,TB28383,18.38,20071ex9
2007,MP23,448366.72,207434.76,1,mp,g,16,10,5,NA,TC58158,14.13,20071mp23
2007,MP42,448447.72,207210.76,1,mp,g,18,10,10,TB26025,TE79013,18.08,20071mp42
2007,MP47,448510.72,207193.76,1,mp,g,13,10,10,TE79107,K578071,18.01,20071mp47
2007,MP65,448602.72,206929.76,1,mp,g,13,10,9,TB21501,TA16184,17.7,20071mp65
2007,MP74,448311.72,206937.76,1,mp,g,13,10,4,NA,NA,18.1,20071mp74
2007,MP78,448423.72,207060.76,1,mp,g,19,10,9,TB26734,TE79151,18.72,20071mp78
2007,O103,445746.33,207787.71,1,o,g,19,10,10,TC59159,TK27048,18.95,20071o103
2007,O109,445869.33,207566.71,1,o,g,19,10,8,TK27681,TK26382,19.2,20071o109
2007,O13,445364.72,208273.76,1,o,g,17,10,10,T640349,N199048,18.85,20071o13
2007,O14,445451.72,208171.76,1,o,g,16,10,8,F952449,E985081,19.68,20071o14
2007,O2,445295.72,208068.76,1,o,g,19,10,5,T640369,TK25654,18.22,20071o2
2007,O47,445308.72,207948.76,1,o,g,18,10,0,NA,NA,NA,20071o47
2007,O52,445377.72,207665.76,1,o,g,13,10,0,TC59927,TB27306,NA,20071o52
2007,O66,445582.33,207406.71,1,o,g,13,10,0,NA,NA,NA,20071o66
2007,O75B,445871.33,207127.71,1,o,g,15,10,9,T176864,TK26533,19.32,20071o75b
2007,P15,447105.33,207601.71,1,p,g,18,10,0,NA,NA,NA,20071p15
2007,SW10,446318.33,207680.71,1,sw,g,14,10,6,T640316,TE80035,19.48,20071sw10
2007,SW104,446208.33,207101.71,1,sw,g,18,10,10,TB27126,VF63955,19.9,20071sw104
2007,SW118,446052.33,207309.71,1,sw,g,19,10,9,TK27550,TK27475,18.35,20071sw118
2007,SW120,446049.33,207369.71,1,sw,g,16,10,10,TK25711,TK26384,18.5,20071sw120
2007,SW124,445999.33,207471.71,1,sw,g,21,10,7,T176932,N199705,17.71,20071sw124
2007,SW130,446195.33,207551.71,1,sw,g,17,10,10,N199466,TB26696,19.6,20071sw130
2007,SW3,446241.33,207876.75,1,sw,g,12,10,8,TK26114,N201000,18.91,20071sw3
2007,SW33,446328.33,207280.71,1,sw,g,16,10,10,TK27596,T177774,19.65,20071sw33
2007,SW48,446628.33,207376.71,1,sw,g,21,10,10,NA,TB26824,16.65,20071sw48
2007,SW49,446666.33,207376.71,1,sw,g,15,10,10,H301162,R639129,18.95,20071sw49
2007,W22,446164.33,209458.71,1,w,g,17,10,9,TK27538,TE80717,20.27,20071w22
2007,W24,446185.33,209410.71,1,w,g,15,10,10,A225324,TC58510,18.66,20071w24
2007,W27,446173.33,209315.71,1,w,g,17,10,10,TK25881,T176814,18.96,20071w27
2007,W43,445941.33,209362.71,1,w,g,16,10,0,NA,V260952,NA,20071w43
2007,W45,446015.33,209235.71,1,w,g,18,10,9,T642820,TC59623,18,20071w45
2007,W50,445924.33,209323.71,1,w,g,17,10,0,NA,TB26693,NA,20071w50
2007,W51,445892.33,209413.75,1,w,g,15,10,10,T176841,J644998,17.98,20071w51
2007,W64A,445637.33,209270.71,1,w,g,13,10,10,N200827,TC52694,18.09,20071w64a
2007,W65,445642.33,209320.71,1,w,g,18,10,8,TB26811,N200599,17.89,20071w65
2007,W72,445760.33,209327.71,1,w,g,12,10,10,NA,TK26228,20.14,20071w72
2007,W74,445800.33,209211.71,1,w,g,19,10,8,TK25877,TC59749,18.71,20071w74
2007,W81,445606.33,209304.71,1,w,g,14,10,8,NA,TK25873,14.53,20071w81
2007,W83,445607.33,209219.71,1,w,g,13,10,10,TB26600,TK26233,18.92,20071w83
2007,W85,445566.33,209264.71,1,w,g,15,10,9,VT33709,TA15200,18.07,20071w85
2007,MP74,448311.72,206937.76,2,mp,g,65,10,0,TA16240,TC58007,NA,20072mp74
2007,B172,447621.72,207400.76,1,b,g,15,11,3,T640095,R639468,18.6,20071b172
2007,B206,447433.72,207666.8,1,b,g,16,11,10,T640080,TE79165,18.63,20071b206
2007,B53,447587.72,207675.76,1,b,g,16,11,0,NA,NA,NA,20071b53
2007,C108,446255.85,206653.78,1,c,g,13,11,9,F952476,F952478,18.76,20071c108
2007,C122,446453.72,206741.76,1,c,g,13,11,11,TB27200,F952460,19.02,20071c122
2007,C138,446475.72,206954.76,1,c,g,8,11,10,TK25822,F952462,18.46,20071c138
2007,C148,446652.33,206898.75,1,c,g,15,11,10,J644869,TB27138,19.93,20071c148
2007,C26,446394.72,206812.76,1,c,g,12,11,0,NA,NA,NA,20071c26
2007,C57,446488.33,206892.71,1,c,g,15,11,10,F952481,T177712,17.98,20071c57
